title,journal,volume,pages,year,issn,doi,url,author,keywords,abstract
Artificial intelligence literacy for technology education,Computers and Education Open,6,100159,2024,2666-5573,https://doi.org/10.1016/j.caeo.2024.100159,https://www.sciencedirect.com/science/article/pii/S2666557324000016,Karin Stolpe and Jonas Hallström,"AI literacy, Ethical issues, AI in education","The interest in artificial intelligence (AI) in education has erupted during the last few years, primarily due to technological advances in AI. It is therefore argued that students should learn about AI, although it is debated exactly how it should be applied in education. AI literacy has been suggested as a way of defining competencies for students to acquire to meet a future everyday- and working life with AI. This study argues that researchers and educators need a framework for integrating AI literacy into technological literacy, where the latter is viewed as a multiliteracy. This study thus aims to critically analyse and discuss different components of AI literacy found in the literature in relation to technological literacy. The data consists of five AI literacy frameworks related to three traditions of technological knowledge: technical skills, technological scientific knowledge, and socio-ethical technical understanding. The results show that AI literacy for technology education emphasises technological scientific knowledge (e.g., knowledge about what AI is, how to recognise AI, and systems thinking) and socio-ethical technical understanding (e.g., AI ethics and the role of humans in AI). Technical skills such as programming competencies also appear but are less emphasised. Implications for technology education are also discussed, and a framework for AI literacy for technology education is suggested."
Young children’s copying of block constructions: Significant constraints in a highly complex task,Cognitive Development,71,101463,2024,0885-2014,https://doi.org/10.1016/j.cogdev.2024.101463,https://www.sciencedirect.com/science/article/pii/S0885201424000480,Barbara Landau and E. Emory Davis and Cathryn S. Cortesa and Zihan Wang and Jonathan D. Jones and Amy L. Shelton,"Skilled action, Spatial skills, Spatial cognition, Development, Block construction, Intuitive physics","Block construction is ubiquitous in early development, yet is surprisingly complex, involving step-by-step sequenced actions to create specific structures. Here, we use novel analytic methods to characterize these action sequences in detail, including which individual parts of the structure (‘states’) are built and how these structures are combined, creating a fully specified build path towards the final structure. We find that, like adults tested in a previous study, 4- to 8-year-olds build by creating a small subset of possible individual states and full build paths, and that they prioritize building layer-by-layer. The individual states and build paths that children produce are strikingly similar to those of adults, resulting in structures that are more stable than other possible (but not attested) states and paths. Our approach serves as a lens into the cognitive processes underlying block building and suggests that children’s building is guided by significant cognitive constraints consistent with “computational thinking”."
Erratum regarding missing declaration of competing interest statements in previously published articles,International Journal of Child-Computer Interaction,41,100670,2024,2212-8689,https://doi.org/10.1016/j.ijcci.2024.100670,https://www.sciencedirect.com/science/article/pii/S2212868924000382,,,
The impact of social factors on pair programming in a primary school,Computers in Human Behavior,64,423-431,2016,0747-5632,https://doi.org/10.1016/j.chb.2016.07.017,https://www.sciencedirect.com/science/article/pii/S0747563216305064,Baichang Zhong and Qiyun Wang and Jie Chen,"Primary education, Pair programming, Social factors, Gender, Partnership","Pair programming (PP) is a usefulness approach to fostering computational thinking (CT) for young students. However, there are many factors to impact the effectiveness of PP. Among all factors, the social factors are often ignored by researchers. Therefore, this study aimed to explore the impact of two social factors (gender and partnership) on PP in a primary school setting. To that end, we conducted PP experiments in four classes from the sixth grade in a Chinese primary school. The research results indicated: (a) there was no significant difference on compatibility among the gender pairs, but a significant difference among partnership pairs; (b) there was no significant difference on programming achievement and confidence among different pairs, and girls became more productive and confidence in PP; and (c) PP tightened up the partnership within pairs. These findings suggest that teachers should take partnership into account as an important factor in PP or other collaborative learning, and adopt PP as an effective approach to decrease the gender gap in programming courses, and make students socialize."
Visual programming languages integrated across the curriculum in elementary school: A two year case study using “Scratch” in five schools,Computers & Education,97,129-141,2016,0360-1315,https://doi.org/10.1016/j.compedu.2016.03.003,https://www.sciencedirect.com/science/article/pii/S0360131516300549,José-Manuel Sáez-López and Marcos Román-González and Esteban Vázquez-Cano,"Computational thinking, Elementary education, Improving classroom teaching, Programming and programming languages, Teaching/learning strategies","Several authors and studies highlight the benefits of the integration of Computer Science into K-12 education. Applications such as Scratch have been demonstrated to be effective in educational environments. The aim of this study is to assess the use of a Visual Programming Language using Scratch in classroom practice, analyzing the outcomes and attitudes of 107 primary school students from 5th to 6th grade in five different schools in Spain. The intervention takes place in two academic years analyzing the practice of integrating coding and visual blocks programming in sciences and arts. The “Computational concepts and computational practices” dimension details a quasi-experimental approach, which showed significant improvement regarding learning programming concepts, logic, and computational practices with an active approach. The “Learning processes and coding in primary education” dimension analyzes the practice of the experimental group through questionnaires and structured observation. In this pedagogical design, students interact and create their own content related to curricular areas with several advantages, such as motivation, fun, commitment, and enthusiasm, showing improvements related to computational thinking and computational practices. Understanding of computational concepts through an active approach, Project Based Learning, usefulness, motivation, and commitment underline the importance and effectiveness of implementing a Visual Programming Language from active methodologies in primary education. Due to the aforementioned benefits and positive results obtained in this research, it is recommended to implement a Visual Programming Language in educational settings in 5th and 6th grade in primary education through a cross-curricular implementation."
“It's a chance to make mistakes”: Processes and outcomes of coding in 2nd grade classrooms,Computers & Education,168,104173,2021,0360-1315,https://doi.org/10.1016/j.compedu.2021.104173,https://www.sciencedirect.com/science/article/pii/S0360131521000506,Joy Egbert and Seyed Abdollah Shahrokni and Reima Abobaker and Nataliia Borysenko,"Elementary education, Robotics, Coding, Teacher learning, Computational thinking","Several gaps exist in the literature on coding. First, little exploration has focused on early elementary school students. In addition, close description of the overall context of coding tasks at this level is rare. Further, there is a need for both teacher and student voices around coding experiences to be heard. Moreover, a task engagement framework has not been used to evaluate the process or outcomes of early elementary coding tasks. Therefore, an exploratory holistic case study design was used to investigate student and teacher processes and outcomes of coding lessons in order to fill gaps in the literature. In this study, forty-six 2nd grade students, two teachers, and four researchers completed two one-week units on basic coding. Multiple descriptive and numeric data sources were employed to describe the process and outcomes of learning coding. Conclusions include: (1) teachers should start learning about coding first with short awareness sessions and then move to their own classrooms with knowledge brokers and other forms of assistance; (2) a focus on content and process, including problem-solving, is effective for coding with young children; (3) there can be a high level of engagement for teachers and students with the use of robots and welldesigned, age-appropriate coding tasks, and; (4) multiple data sources and the inclusion of both teacher and student data are essential in exploring coding in classrooms."
A smarter perspective: Learning with and from AI-cases,Artificial Intelligence in Medicine,135,102458,2023,0933-3657,https://doi.org/10.1016/j.artmed.2022.102458,https://www.sciencedirect.com/science/article/pii/S093336572200210X,Laura {Arbelaez Ossa} and Michael Rost and Giorgia Lorenzini and David M. Shaw and Bernice Simone Elger,"Medical education, Artificial intelligence, Case-based learning, Critical thinking, Ethics","Artificial intelligence (AI) has only partially (or not at all) been integrated into medical education, leading to growing concerns regarding how to train healthcare practitioners to handle the changes brought about by the introduction of AI. Programming lessons and other technical information into healthcare curricula has been proposed as a solution to support healthcare personnel in using AI or other future technology. However, integrating these core elements of computer science knowledge might not meet the observed need that students will benefit from gaining practical experience with AI in the direct application area. Therefore, this paper proposes a dynamic approach to case-based learning that utilizes the scenarios where AI is currently used in clinical practice as examples. This approach will support students' understanding of technical aspects. Case-based learning with AI as an example provides additional benefits: (1) it allows doctors to compare their thought processes to the AI suggestions and critically reflect on the assumptions and biases of AI and clinical practice; (2) it incentivizes doctors to discuss and address ethical issues inherent to technology and those already existing in current clinical practice; (3) it serves as a foundation for fostering interdisciplinary collaboration via discussion of different views between technologists, multidisciplinary experts, and healthcare professionals. The proposed knowledge shift from AI as a technical focus to AI as an example for case-based learning aims to encourage a different perspective on educational needs. Technical education does not need to compete with other essential clinical skills as it could serve as a basis for supporting them, which leads to better medical education and practice, ultimately benefiting patients."
Computational Science for Undergraduate Biologists via QUT.Bio.Excel,Procedia Computer Science,29,1403-1412,2014,1877-0509,https://doi.org/10.1016/j.procs.2014.05.127,https://www.sciencedirect.com/science/article/pii/S1877050914003044,Lawrence Buckingham and James M. Hogan,"Bioinformatics, Molecular Biology, Computational Thinking, Education.","Molecular biology is a scientific discipline which has changed fundamentally in character over the past decade to rely on large scale datasets – public and locally generated - and their computational analysis and annotation. Undergraduate education of biologists must increasingly couple this domain context with a data-driven computational scientific method. Yet modern programming and scripting languages and rich computational environments such as R and MATLAB present significant barriers to those with limited exposure to computer science, and may require substantial tutorial assistance over an extended period if progress is to be made. In this paper we report our experience of undergraduate bioinformatics education using the familiar, ubiquitous spreadsheet environment of Microsoft Excel. We describe a configurable extension called QUT.Bio.Excel, a custom ribbon, supporting a rich set of data sources, external tools and interactive processing within the spreadsheet, and a range of problems to demonstrate its utility and success in addressing the needs of students over their studies."
Coding activities for children: Coupling eye-tracking with qualitative data to investigate gender differences,Computers in Human Behavior,105,105939,2020,0747-5632,https://doi.org/10.1016/j.chb.2019.03.003,https://www.sciencedirect.com/science/article/pii/S0747563219300950,Sofia Papavlasopoulou and Kshitij Sharma and Michail N. Giannakos,"Coding, Computational thinking, Eye-tracking, Gender differences, Learning strategies","Computational thinking and coding are becoming an integral part of K-12 education, with female students being underrepresented in such subjects. The proliferation of technological tools and programming environments offers the opportunity for creative coding activities for children and increases the need for appropriate instructional practices. In this study, we design and evaluate a coding workshop for children. Our goal is to examine differences between boys and girls using eye-tracking as an objective measure and triangulating the findings with qualitative data coming from children's interviews. The results show no statistically significant difference between female and male gaze and learning gain during the coding activity; interestingly, the qualitative data show differences in the strategies and implemented practices during coding, and in perceptions about those coding activities. Our results highlight that further studies need to utilize objective measures and unveil necessary differences in the design and implementation of coding activities. Furthermore, our results provide objective evidence that female students do not lack in competences compared to boys, but simply that they have a different approach during coding activities and different perspectives about coding, an approach that needs to be cultivated and nurtured."
A shape of play to come: Exploring children's play and imaginaries with robots and AI,Computers and Education: Artificial Intelligence,5,100173,2023,2666-920X,https://doi.org/10.1016/j.caeai.2023.100173,https://www.sciencedirect.com/science/article/pii/S2666920X23000528,Robin Samuelsson,"Early childhood, Robots, AI, Play, Playful learning, Sociotechnical imaginaries","We are rapidly moving into an era where AI and robots are part of everyday interactions in society and education, and there are immense discussions today about current and future technologies. Still, children are often not included in this discussion, while there is much to learn from current uses and children's understandings of AI and robotics. The study is based on a seven-month ethnographical work that details the implementation of a robot in two preschool groups of children aged 1–2 and 3–5 (n = 38). The study descriptively combines a framework for children's play analysis with explorative qualitative child interviews (n = 6) with the 3-5-year-olds to examine how children play with the robot and their thinking about a future with robots and AI. The results show how children's play with robots spans all of Hughes's (2011) sixteen play types and integrates robots into play in ways specific to child-robot interaction. The interviews indicate that children have well-formed knowledge about the current uses of robots and AI and elaborate imaginaries about a future with them, including critical boundaries toward robots and AI agents. The evidence shows emerging ways children relate to these. The potential of including children's actions and voices in the ongoing societal and educational debates on AI is discussed."
A mixed-method cluster analysis of physical computing and robotics integration in middle-grade math lesson plans,Computers & Education,190,104623,2022,0360-1315,https://doi.org/10.1016/j.compedu.2022.104623,https://www.sciencedirect.com/science/article/pii/S0360131522001944,Shenghua Zha and Yi Jin and Rebecca Wheeler and Erin Bosarge,"Applications in subject areas, Improving classroom teaching, Secondary education","This study analyzed 281 lesson plans collected from the producers’ websites of 12 educational physical computing and robotics (ePCR) devices. We extracted and coded five variables from each lesson. They were ePCR functionality, coding skills, computational thinking skills, math knowledge, and activity design. First, a two-step cluster analysis was administered to find how three ePCR-related knowledge: ePCR functionality, coding skills, and computational thinking skills, were integrated to teach students ePCR technology in middle-grade math lessons. Results showed three types of lesson plans, including lessons to use basic ePCR functionality to teach students lower-level CT skills, lessons to teach students basic to intermediate coding skills, and lessons to use the technology at the advanced level. Next, we applied the Technological Pedagogical Content Knowledge (TPACK) framework and conducted a second two-step cluster analysis to identify how the technology (ePCR technology), content (math knowledge), and pedagogy (activity design) were integrated into those lesson plans. Results suggested ten clusters of lesson plans with distinct features. We summarized those ten lesson clusters into five categories: 1) ePCR technology lessons, 2) transdisciplinary problem-based learning lessons, 3) technology-assisted lessons, 4) lessons without real-world connections, and 5) lessons integrating middle-grade math learning into ePCR projects. Implications for educators and researchers were discussed at the end of the article."
Erratum regarding missing Declaration of Competing Interest statements in previously published articles,International Journal of Child-Computer Interaction,41,100673,2024,2212-8689,https://doi.org/10.1016/j.ijcci.2024.100673,https://www.sciencedirect.com/science/article/pii/S2212868924000412,,,
A meta-analysis of teaching and learning computer programming: Effective instructional approaches and conditions,Computers in Human Behavior,109,106349,2020,0747-5632,https://doi.org/10.1016/j.chb.2020.106349,https://www.sciencedirect.com/science/article/pii/S0747563220301023,Ronny Scherer and Fazilat Siddiq and Bárbara {Sánchez Viveros},"Computational thinking, Computer programming, Intervention studies, Multilevel meta-analysis, Scratch programming","This meta-analysis maps the evidence on the effectiveness of instructional approaches and conditions for learning computer programming under three study conditions: (a) Studies focusing on the effectiveness of programming interventions per se, (b) studies focusing on the effectiveness of visualization and physicality, and (c) studies focusing on the effectiveness of dominant instructional approaches. Utilizing the data from 139 interventions and 375 effect sizes, we found (a) a strong effect of learning computer programming per se (Hedges’ g‾ = 0.81, 95% CI [0.42, 1.21]), (b) moderate to large effect sizes of visualization (g‾ = 0.44, 95% CI [0.29, 0.58]) and physicality interventions (g‾ = 0.72, 95% CI [0.23, 1.21]), and (c) moderate to large effect sizes for studies focusing on dominant instructional approaches (g‾s = 0.49–1.02). Moderator analyses indicated that the effect sizes differed only marginally between the instructional approaches and conditions—however, collaboration in metacognition instruction, problem solving instruction outside of regular lessons, short-term interventions focusing on physicality, and interventions focusing on visualization through Scratch were especially effective. Our meta-analysis synthesizes the existing research evidence on the effectiveness of computer programming instruction and, ultimately, provides references with which the effects of future studies could be compared."
Artificial Intelligence (AI) in early childhood education: Curriculum design and future directions,Computers and Education: Artificial Intelligence,3,100072,2022,2666-920X,https://doi.org/10.1016/j.caeai.2022.100072,https://www.sciencedirect.com/science/article/pii/S2666920X22000273,Jiahong Su and Yuchun Zhong,"Artificial intelligence (AI), AI curriculum, Kindergarten, Early childhood education, AI literacy","With the rapid technological development of society brought on by Artificial Intelligence (AI), the demand for AI-literate workers will increase in the future. It is critical to develop the next generation's AI competencies and educate them about how to work with and use AI. Previous studies on AI were predominantly focused on secondary and university education; however, research on the Artificial Intelligence curriculum in early childhood education is scarce. Due to the lack of conformity on the standardisation of AI curriculum for early childhood education, this study examines the AI curriculum for kindergarten children using the framework which consists of four key components, including (1) aims, goals, objectives, or declarations of outcome, (2) subject matter, domains, or content, (3) methods or procedure, (4) evaluation and assessment. We recommend that AI literacy be achieved by three competencies: AI Knowledge, AI Skill, and AI Attitude. The employment of a social robot as a learning companion and programmable artifact was proven to be helpful in assisting young children in grasping AI principles. We also discovered which teaching methods had the most greatest influence on students' learning. We recommend problem-based learning for future AI education based on the findings."
Bring CS2013 Recommendations into c Programming Course,Procedia - Social and Behavioral Sciences,176,194-199,2015,1877-0428,https://doi.org/10.1016/j.sbspro.2015.01.461,https://www.sciencedirect.com/science/article/pii/S187704281500498X,Lingling Zhao and Xiaohong Su and Tiantian Wang,"CS2013, C programming course, CS curriculum planning, CS major ;","Computer Science Curriculum 2013 has become the guidance of computing education since it was released in 2013by the ACM/IEEE-Computer Society. This paper analyzes the CS curriculum development trend, trying to dig the programming-related core from CS2013 with respect to the knowledge areas, topics, organization of teaching, and the building of students’ capability. Considering the characteristic of our local institution and undergraduates, we present an updated teaching curriculum and lab curriculum for C Programming Language course in relation to CS2013 recommendations, which highlight the development of the students’ abilities on programming, problem-solving, self-regulated learning, and computational thinking. Finally, we present and assess the implementation of the resulting curriculum."
Performance of Softcup® menstrual cup and vulvovaginal swab samples for detection and quantification of genital cytokines,Journal of Immunological Methods,528,113656,2024,0022-1759,https://doi.org/10.1016/j.jim.2024.113656,https://www.sciencedirect.com/science/article/pii/S0022175924000413,Nashlin Pillay and Gugulethu Favourate Mzobe and Marothi Letsoalo and Asavela Olona Kama and Andile Mtshali and Stanley Nzuzo Magini and Nikkishia Singh and Vani Govender and Natasha Samsunder and Megeshinee Naidoo and Dhayendre Moodley and Cheryl Baxter and Derseree Archary and Sinaye Ngcapu,"Cytokines, Softcup® menstrual cup, Vulvovaginal swab, Detection, Genital inflammation","Cytokines are important mediators of immunity in the female genital tract, and their levels may be associated with various reproductive health outcomes. However, the measurement of cytokines and chemokines in vaginal fluid samples may be influenced by a variety of factors, each with the potential to affect the sensitivity and accuracy of the assay, including the interpretation and comparison of data. We measured and compared cytokine milieu in samples collected via Softcup® menstrual cup versus vulvovaginal swabs. One hundred and eighty vulvovaginal swabs from CAPRISA 088 and 42 Softcup supernatants from CAPRISA 016 cohorts of pregnant women were used to measure the concentrations of 28 cytokines through multiplexing. Cytokines measured in this study were detectable in each of the methods however, SoftCup supernatants showed consistently, higher detectability, expression ratios, and mean concentration of cytokines than vulvovaginal swabs. While mean concentrations differed, the majority of cytokines correlated between SoftCup supernatants and vulvovaginal swabs. Additionally, there were no significant differences in a number of participants between the two sampling methods for the classification of genital inflammation. Our findings suggest that SoftCup supernatants and vulvovaginal swab samples are suitable for the collection of genital specimens to study biological markers of genital inflammatory response. However, the Softcup menstrual cup performs better for the detection and quantification of soluble biomarkers that are found in low concentrations in cervicovaginal fluid."
First exposure to Arduino through peer-coaching: Impact on students' attitudes towards programming,Computers in Human Behavior,76,51-58,2017,0747-5632,https://doi.org/10.1016/j.chb.2017.07.007,https://www.sciencedirect.com/science/article/pii/S0747563217304193,Pablo Martín-Ramos and Maria João Lopes and M. Margarida {Lima da Silva} and Pedro E.B. Gomes and Pedro S. {Pereira da Silva} and José P.P. Domingues and Manuela {Ramos Silva},"Attitudes survey, Arduino, High school, Programming, Peer coaching","In this paper we report the work that jeKnowledge (Júnior Empresa da Faculdade de Ciências e Tecnologias da Universidade de Coimbra), a student-led initiative, has done in the ‘jeKnowledge academy’ courses to actively engage Portuguese high-school students in STEM education through hands-on projects based on the low-cost Arduino platform. F2F activities, based on a peer-assisted learning strategy, were complemented with tutorials and more advanced project suggestions in a blog. Pre and post surveys on students' attitudes towards programming and peer-coaching were administered to pre-university and first year college participants, finding an overall increase in the Likert scale for all the programming-related constructs under study (confidence, interest, gender, usefulness and professional) after the introductory course. As regards the peer-based learning approach, younger students seemed to be more eager to be taught in a less formal way than their older counterparts. The course resulted in high degrees of satisfaction for both the student tutors and their tutees."
Literacy of the Future,,,,2024,,https://doi.org/10.1016/B978-0-323-95689-5.00197-8,https://www.sciencedirect.com/science/article/pii/B9780323956895001978,Juan D. Machin-Mastromatteo,"Adaptation, Collaboration, Critical engagement, Democratic engagement, Digital literacy, Educational integration, Ethical dimensions, Futures Literacy, Information literacy, Lifelong learning, Media literacy, Multiliteracies, Programming skills, Social participation, Technological advancements","This entry summarizes the development of the literacy concepts most commonly associated with LIS, namely information literacy, digital literacy, and media literacy, which frame a synthesis of the future perspectives of these and other literacies that have been proposed in the literature.11An alphabetical and non-exhaustive list could include: academic literacy, artificial intelligence or algorithmic literacy, civic literacy, context literacy, data literacy, emotional literacy, financial literacy, focus literacy, futures literacies, game literacy, graphic literacy, health literacy, literacy education, legal literacy, media literacy, multiliteracies, new literacies, new media literacies, navigation literacy, numerical literacy, participatory/participation literacy, personal literacy, psycho-literacy, scientific literacy, search engine literacy, skepticism literacy, statistical literacy, transliteracy, and visual literacy or visuacy. Note: not all of these are covered in this entry for space limitations. These future perspectives are organized in nine sections: the educational implications of literacy, information literacy, digital literacy, literacy education, multiliteracies and holistic perspectives, media literacy, futures literacy, algorithmic literacy and artificial intelligence implications, and other literacies. The purpose of this entry is to offer a brief overview and commentary on the types of literacies that we need to be aware of and competent in for the near future. As these future trends are derived from the specialized literature, they include some already occurring considerations. However, they might become more salient topics in the upcoming years, and they might entail many different implications for the future of LIS professionals, libraries, and even for education in general."
The mediating role of critical thinking and cooperativity in the 21st century skills of higher education students,Thinking Skills and Creativity,42,100967,2021,1871-1871,https://doi.org/10.1016/j.tsc.2021.100967,https://www.sciencedirect.com/science/article/pii/S1871187121001826,Omer Kocak and Murat Coban and Abdulkerim Aydin and Nermin Cakmak,"21st-century skills, Problem-solving, Critical thinking, Cooperativity, Mediating analysis","This study investigates whether cooperativity and critical thinking mediate the relationship between other 21st century skills (algorithmic thinking, creativity, digital literacy, and effective communication) and problem-solving. Structural Equation Modelling (SEM) analysis was used to determine the mediating relationship between 21st century skills. The study participants were 714 undergraduate students from various regions of Turkey selected through purposive sampling and who participated on a voluntary basis. Computational thinking, effective communication, and digital literacy scales were used and a significant correlation was found between all the 21st century skills. A series of structural equation models were tested. The final model suggests that, in line with predictions, critical thinking mediates the relationship between the 21st century skills of cooperativity, digital literacy, creativity, algorithmic thinking, and problem solving. However, somewhat different from predictions is the finding that communication skills directly predict problem solving without further mediation. Thus, overall, the findings indicate that critical thinking has a crucial mediating role between other 21st century skills and problem solving."
AgentCubes: Incremental 3D end-user development,Journal of Visual Languages & Computing,20,236-251,2009,1045-926X,https://doi.org/10.1016/j.jvlc.2009.04.001,https://www.sciencedirect.com/science/article/pii/S1045926X09000238,Andri Ioannidou and Alexander Repenning and David C. Webb,"Incremental 3D, Game design, Visual programming, End-user development, IT fluency, Computational thinking","3D game development can be an enticing way to attract K-12 students to computer science, but designing and programming 3D games is far from trivial. Students need to achieve a certain level of 3D fluency in modeling, animation, and programming to be able to create compelling 3D content. The combination of innovative end-user development tools and standards-based curriculum that promotes IT fluency by shifting the pedagogical focus from programming to design, can address motivational aspects without sacrificing principled educational goals. The AgentCubes 3D game-authoring environment raises the ceiling of end-user development without raising the threshold. Our formal user study shows that with Incremental 3D, the gradual approach to transition from 2D to 3D authoring, middle school students can build sophisticated 3D games including 3D models, animations, and programming."
"“Critical thinking, Communication, Collaboration, Creativity in kindergarten with Educational Robotics”: A scoping review (2012–2023)",Computers & Education,210,104968,2024,0360-1315,https://doi.org/10.1016/j.compedu.2023.104968,https://www.sciencedirect.com/science/article/pii/S0360131523002452,Sophia Rapti and Theodosios Sapounidis,"Educational robotics, Creativity, Critical thinking, Communication, Collaboration, Scoping review","Critical thinking, Communication, Collaboration, and Creativity are regarded as key skills for today's learners. Interest in robotics usage to develop such competencies in educational settings arises but there hasn't been so far mapping of the research conducted in this field. Thus, we present a scoping review of 59 articles published from 2012 to 2023 in 4 Databases and 2 Registers examining kindergarteners' skills through Educational Robotics. Our goal was to map which skills are commonly examined in kindergarten and under which terminology as well as to investigate the studies' features, the types of robotics, and the assessment tools utilized. Our findings depict that several skills are evaluated using different terms. Critical thinking is examined most frequently, creativity the least, and communication is integrated into collaboration and the opposite. Most of the researchers used the mixed method focusing on qualitative tools, examining quite a small sample size, and conducting the intervention for a short time. Also: BeeBot, Lego robotics kits (WeDo, Mindstorms), and social, humanoid robots are often used. Additionally, the evaluation tools used in the reviewed papers are presented and categorized into groups. This scoping demonstrates that robotics might affect positively the children's cognitive skills and creativity but may not facilitate their interactions so much regarding emotional expressions. Moreover, a gap in quantitative research on kindergarteners' skills development via Educational Robotics is spotted. Finally, this scoping review suggests: creating clear terms for skills, developing robotics tailored to kindergarten age, forming full robotics activities, and designing modular evaluation tools for young learners' capacities."
Investigation into Parents’ Concerns about the Introduction of Programming Education into Japanese Primary School,Procedia Computer Science,126,1037-1045,2018,1877-0509,https://doi.org/10.1016/j.procs.2018.08.040,https://www.sciencedirect.com/science/article/pii/S1877050918313188,Yukiko Maruyama,"Programming education, primary school, parents’ concerns, computing thinking","The introduction of computational thinking into primary/secondary or K-12 education has been widely attempted. In Japan, programming education will be introduced into primary school in 2020. The role of parents in primary education is highly important, and their attitude towards education has a considerable influence on children’s attitudes. To investigate parents’ concerns regarding programming education in primary school, a preliminary questionnaire survey has been conducted as a first step of the study."
Reprint of ‘First exposure to Arduino through peer-coaching: Impact on students' attitudes towards programming’,Computers in Human Behavior,80,420-427,2018,0747-5632,https://doi.org/10.1016/j.chb.2017.12.011,https://www.sciencedirect.com/science/article/pii/S074756321730691X,Pablo Martín-Ramos and Maria João Lopes and M. Margarida {Lima da Silva} and Pedro E.B. Gomes and Pedro S. {Pereira da Silva} and José P.P. Domingues and Manuela {Ramos Silva},"Attitudes survey, Arduino, High school, Programming, Peer coaching","In this paper we report the work that jeKnowledge (Júnior Empresa da Faculdade de Ciências e Tecnologias da Universidade de Coimbra), a student-led initiative, has done in the ‘jeKnowledge academy’ courses to actively engage Portuguese high-school students in STEM education through hands-on projects based on the low-cost Arduino platform. F2F activities, based on a peer-assisted learning strategy, were complemented with tutorials and more advanced project suggestions in a blog. Pre and post surveys on students' attitudes towards programming and peer-coaching were administered to pre-university and first year college participants, finding an overall increase in the Likert scale for all the programming-related constructs under study (confidence, interest, gender, usefulness and professional) after the introductory course. As regards the peer-based learning approach, younger students seemed to be more eager to be taught in a less formal way than their older counterparts. The course resulted in high degrees of satisfaction for both the student tutors and their tutees."
Mi Superpoder es la Programación: A tool for teaching programming to children and youth,Science of Computer Programming,240,103198,2025,0167-6423,https://doi.org/10.1016/j.scico.2024.103198,https://www.sciencedirect.com/science/article/pii/S0167642324001217,Erika J. {Gutiérrez Beltrán} and Juan C. {Martínez Arias},"Programming for children, STEAM education, Digital educational tools, Game-based learning, Software engineering","Mi Superpoder es la Programación is a web tool designed to teach programming to children and young people. It focuses on developing logical thinking through interactive exercises that cover computer parts recognition, sequences, patterns, and flowcharts. The tool was developed to address the educational needs identified in the social project of the same name, where modern technologies and a serverless-based architecture were used to create an accessible and effective solution for teaching programming. Initial results indicate that students found the tool useful and demonstrated improvements in their understanding of computational logic. This analysis is framed within the global challenge of teaching programming to children and youth, demonstrating the potential of gamified tools across diverse educational contexts. Future plans include expanding the tool to incorporate more modules, allowing customization by teachers, and conducting broader evaluations in different educational environments."
Implicit intelligence beliefs of computer science students: Exploring change across the semester,Contemporary Educational Psychology,48,179-196,2017,0361-476X,https://doi.org/10.1016/j.cedpsych.2016.10.003,https://www.sciencedirect.com/science/article/pii/S0361476X16300479,Abraham E. Flanigan and Markeya S. Peteranetz and Duane F. Shell and Leen-Kiat Soh,"Motivation, Implicit intelligence beliefs, Computer science, Self-regulation, Engagement","This study investigated introductory computer science (CS1) students’ implicit beliefs of intelligence. Referencing Dweck and Leggett’s (1988) framework for implicit beliefs of intelligence, we examined how (1) students’ implicit beliefs changed over the course of a semester, (2) these changes differed as a function of course enrollment and students’ motivated self-regulated engagement profile, and (3) implicit beliefs predicted student learning based on standardized course grades and performance on a computational thinking knowledge test. For all students, there were significant increases in entity beliefs and significant decreases in incremental beliefs across the semester. However, examination of effect sizes suggests that significant findings for change across time were driven by changes in specific subpopulations of students. Moreover, results showed that students endorsed incremental belief more strongly than entity belief at both the beginning and end of the semester. Furthermore, the magnitude of changes differed based on students’ motivated self-regulated engagement profiles. Additionally, students’ achievement outcomes were weakly predicted by their implicit beliefs of intelligence. Finally, results showed that the relationship between changes in implicit intelligence beliefs and student achievement varied across different CS1 courses. Theoretical implications for implicit intelligence beliefs and recommendations for STEM educators are discussed."
Using machine learning to predict investors’ switching behaviour,Journal of Behavioral and Experimental Finance,44,100992,2024,2214-6350,https://doi.org/10.1016/j.jbef.2024.100992,https://www.sciencedirect.com/science/article/pii/S2214635024001072,Paul Nixon and Evan Gilbert,"Supervised machine learning, Random forest, Risk behaviour, Risk perception","Individual investors’ decisions to switch investments very often lead to significantly lower investment returns so having an effective predictive model of these switches would be of value to clients, advisors and investment managers. A random forest algorithm was applied to a new dataset of over 20 million observations relating to 95,685 clients on Momentum Investments’ platform between 2018 and 2024. It identified a combination of investor characteristics (number of holdings, past switching behaviour, total assets) and external features (past returns, macroeconomic variables) as the key features of investor switch behaviour. This model exceeds commercially accepted standards in respect of the AUC and Gini metrics showcasing the model’s strength in its ranking capability. It can thus provide a useful basis for client segmentation and engagement by financial advisors."
