"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Comprehensive Review of Intelligent Islanding Schemes and Feature Selection Techniques for Distributed Generation System","A. Hussain; C. -H. Kim; A. Mehdi","Department of Electrical and Computer Engineering, Sungkyunkwan University (SKKU), Suwon, South Korea; Department of Electrical and Computer Engineering, Sungkyunkwan University (SKKU), Suwon, South Korea; Department of Electrical and Computer Engineering, Sungkyunkwan University (SKKU), Suwon, South Korea",IEEE Access,"4 Nov 2021","2021","9","","146603","146624","Detection of unintentional islanding, defined as inadvertently separation of distributed generators (DGs) from the utility grid, is a major challenging issue for modern distribution networks. Islanding detection becomes problematic especially when the local generation matches or closely matches the local load. Therefore, there are strict requirements for accurate, fast, and reliable islanding detection of renewables and DG-based systems. Various islanding schemes have been proposed in the literature, which can be categorized as remote, local, and intelligent-classifier-based schemes. Recently, intelligent schemes have gained attention due to their superior properties and advantages relative to traditional approaches. This paper overviews the shift in research from traditional schemes to intelligent islanding schemes. It also highlights the major obstacles, challenges, advantages and disadvantages, and future research directions of intelligent schemes. In this study, the intelligent-classifier-based islanding detection schemes presented over the last decade are analyzed objectively and comprehensively from all aspects of islanding detection. This research further highlights feature selection schemes and the most common parameters used for islanding detection. Finally, based on a detailed and critical analysis, the findings and potential recommendations are presented.","2169-3536","","10.1109/ACCESS.2021.3123382","National Research Foundation of Korea (NRF); Government of Korea [Ministry of Science, ICT and future Planning (MSIP)](grant numbers:2021R1A2B5B03086257); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9590485","Active islanding schemes;distribution generation;electrical power system;intelligent-classifiers;islanding detection;microgrids;passive islanding schemes;remote islanding schemes","Islanding;Power systems;Frequency measurement;Circuit breakers;Phasor measurement units;Frequency control;Voltage measurement","","38","","192","CCBY","27 Oct 2021","","","IEEE","IEEE Journals"
"A Survey of Preprocessing Methods Used for Analysis of Big Data Originated From Smart Grids","T. A. Alghamdi; N. Javaid","Department of Computer Science, College of Computer and Information Systems, Umm Al-Qura University, Makkah, Saudi Arabia; Department of Computer Science, COMSATS University Islamabad (CUI), Islamabad, Pakistan",IEEE Access,"21 Mar 2022","2022","10","","29149","29171","In this paper, a brief survey of data preprocessing methods is presented. Specifically, the data preprocessing methods used in the smart grid (SG) domain are surveyed. Also, with the advent of SG, data collection on a large scale became possible. The data is essential for electricity demand, generation and price forecasting, which plays an important role in making energy efficient decisions, and long and short term predictions regarding energy generation, consumption and storage. However, the forecasting accuracy decreases when data is used in raw form. Hence, data preprocessing is considered essential. This paper provides an overview of the data preprocessing methods and a detailed discussion of the methods used in the existing literature. A comparison of the methods is also given. A survey of closely related survey papers is also presented and the papers are compared based on their contributions. Moreover, based on the discussion of the data preprocessing methods, a narrative is built with a critical analysis. Finally, future research directions are discussed to guide the readers.","2169-3536","","10.1109/ACCESS.2022.3157941","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9730885","Data analytics;data preprocessing;integration;normalization;smart grid;smart meter;transformation","Big Data;Mathematical models;Data preprocessing;Forecasting;Machine learning;Deep learning;Data models","","25","","116","CCBY","8 Mar 2022","","","IEEE","IEEE Journals"
"Tooee: A Novel Scratch Extension for K-12 Big Data and Artificial Intelligence Education Using Text-Based Visual Blocks","Y. Park; Y. Shin","Department of Computer Education, Chuncheon National University of Education, Chuncheon, Republic of Korea; Department of Computer Science and Engineering, Incheon National University, Incheon, Republic of Korea",IEEE Access,"11 Nov 2021","2021","9","","149630","149646","Many approaches have been proposed to teach the basic concepts of big data and artificial intelligence to K-12 students based on block-based programming languages, such as Scratch. Using these approaches, young students can easily experience big data and artificial intelligence through a drag-and-drop approach. However, it remains difficult for them to perform more complex tasks, such as directly collecting data from the web or exploiting custom-made machine learning algorithms. In this paper, we propose a novel Scratch extension that allows Scratch to communicate with text-based programming languages such as Python and JavaScript using WebSockets. Unlike other Scratch extensions, our extension greatly enhances the extensibility of Scratch given its use of “text-based visual blocks” so that messages can be freely exchanged through a minimum number of blocks. In order for students to use these blocks easily, the blocks are designed such that they can be used as if talking with a friend named “Tooee.” In order to show how this extension can help students create big data and artificial intelligence programs, we present eight example applications that students can easily implement. These are (1) Weather Forecast, (2) Top 5 Movies in Theaters, (3) COVID-19 Dashboard, (4) Saving Quiz Results to a CSV File, (5) Facial Image Classification, (6) Color Classification, (7) Object Classification, and (8) Handwriting Recognition. Our analyses and experimental results show that Tooee has several advantages over other educational environments.","2169-3536","","10.1109/ACCESS.2021.3125060","Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Education(grant numbers:NRF-2020R1I1A3068836); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9599669","Artificial intelligence education;big data education;K-12;Scratch;Tooee","Big Data;Visualization;Machine learning;Social networking (online);Servers;Blogs;Data models","","14","","24","CCBY","2 Nov 2021","","","IEEE","IEEE Journals"
"A Novel Steganography Technique for Digital Images Using the Least Significant Bit Substitution Method","S. Rahman; J. Uddin; H. U. Khan; H. Hussain; A. A. Khan; M. Zakarya","Department of Computer Science, Qurtuba University of Science and Information Technology, Dera Ismail Khan, Pakistan; Department of Computer Science, Qurtuba University of Science and Information Technology, Dera Ismail Khan, Pakistan; Department of Accounting and Information Systems, College of Business and Economics, Qatar University, Doha, Qatar; Department of Computer Science, The University of Buner, Buner, Pakistan; Department of Computer Science, University of Lakki Marwat, Lakki Marwat, Pakistan; Department of Computer Science, Abdul Wali Khan University Mardan, Mardan, Pakistan",IEEE Access,"1 Dec 2022","2022","10","","124053","124075","Communication has become a lot easier in this era of technology, development of high-speed computer networks, and the inexpensive uses of Internet. Therefore, data transmission has become vulnerable to and unsafe from different external attacks. Every communication body wants to secure their data while communicating over the Internet. The internet has various benefits but the main demerit is the privacy and security and the transmission of data over insecure network or channel may happen. Various techniques used for secure communication in order to address these issues, steganography plays an important role. Steganography is the process of obfuscation that makes something incomprehensible and unclear. Different image steganography research methods are proposed recently but each has their advantages and disadvantages and still have necessity to develop some better image steganography mechanisms to achieve the reliability between the basics criteria of image steganography. Therefore, the proposed work, in this paper, is based on the Least Significant Bit (LSB) substitution method. The LSB substitution method can minimize the error rate in embedding process and can achieve greater reliability in criteria, using novel algorithm based on value difference. In this paper, we proposed a novel technique in steganography within the digital images such is RGB, Gray Scale, Texture, Aerial images to achieve higher security, imperceptibility, capacity, and robustness as compared with existing methods. The experimental outcomes of the suggested approach prove further developed strength and justify the feasibility of our research. Through numerical simulations, we observed that the proposed strategy outperformed the next-best current methodology by 5.561 percent in terms of PSNR Correlation score. Additionally, the proposed approach achieved a 6.43 percent better score in PSNR with a variable measure of code inserted in similar images with distinct dimensions. Furthermore, encrypting the same amount of information in images of varying sizes resulted in approximately 6.77 percent improvements. Embedding different sizes of a particular secret message in a different image (such as Gray, Texture, Aerial and RGB images) came out with about 5.466 percent of better score.","2169-3536","","10.1109/ACCESS.2022.3224745","Qatar National Library; Qurtuba University of Science and Technology, Peshawar, Pakistan; Qatar University(grant numbers:IRCC-2021-010); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9963925","Image steganography;LSB;image quality assessment metrics;histogram analysis;image;capacity;robustness","Steganography;Data privacy;Error analysis;Digital images;Current measurement;Numerical simulation;Robustness","","11","","35","CCBY","24 Nov 2022","","","IEEE","IEEE Journals"
"How Do Students Behave in a Gamified Course?—A Ten-Year Study","A. H. Nabizadeh; J. Jorge; S. Gama; D. Gonçalves","INESC-ID, Instituto Superior Técnico, University of Lisbon, Lisbon, Portugal; INESC-ID, Instituto Superior Técnico, University of Lisbon, Lisbon, Portugal; INESC-ID, Instituto Superior Técnico, University of Lisbon, Lisbon, Portugal; INESC-ID, Instituto Superior Técnico, University of Lisbon, Lisbon, Portugal",IEEE Access,"8 Jun 2021","2021","9","","81008","81031","Gamified learning aims to motivate students using game elements. Although gamification can enhance students' enjoyment and engagement, it is unclear how different students behave in and interact with gamified contexts. To this end, we analyze how different students interact with a gamified course. We devised such an experimental course on Multimedia Content Production (MCP), and ran it for ten years. At each year, we modified it after students' feedback from the previous year. We determined student groups applying clustering techniques to learner performance data, independently analyzed the resulting clusters in terms of behavior, engagement, performance, and also compared those pairwise. Our analysis identified four different student groups (profiles/clusters) according to their performance and interactions with the course across all years. We found out that the best performing students were those that had significantly more interactions with course materials and consistently ranked highest. In addition, we found that performance indicators for students of all groups became stable within the first month after course start, allowing final grades to be predicted with high accuracy by then. Furthermore, all were deadline driven and became mainly active at the end of the semesters (indicating a lack of self-regulation skills). Moreover, we did not find any specific relation between students' groups and gaming profiles (Brainhex categories). Finally, we propose practical implications and guidelines for designing compelling gamified learning experiences.","2169-3536","","10.1109/ACCESS.2021.3083238","National Funds through the Fundação para a Ciência e a Tecnologia (FCT)(grant numbers:UIDB/50021/2020); Project GameCourse, Portugal(grant numbers:PTDC/CCI-CIF/30754/2017); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9439934","Brainhex categories;gamification;gameful learning;student behavior;clustering","Games;Education;Unified modeling language;Tools;Task analysis;Syntactics;Semantics","","6","","66","CCBY","24 May 2021","","","IEEE","IEEE Journals"
"An Efficient Hybrid Ranking Method for Cloud Computing Services Based on User Requirements","Z. Ma; M. H. Nejat; H. Vahdat-Nejad; B. Barzegar; S. Fatehi","School of Information Engineering, Xi’an University, Xi’an, China; Department of Computer Engineering, Islamic Azad University, Sari, Iran; Department of Computer Engineering, University of Birjand, Birjand, Iran; Department of Computer Engineering, Islamic Azad University, Babol, Iran; Department of Computer Engineering, University College of Allameh Helli chalus, chalus, Iran",IEEE Access,"19 Jul 2022","2022","10","","72988","73004","An increase in the number of cloud services makes service selection a challenging issue for cloud users. It is important to determine the best service that can fulfill user requirements. To this end, this paper proposes a hybrid multiple-attribute decision-making (MADM) model. The proposed method considers service measurement index cloud (SMICloud) structure for qualitative attributes of cloud services as well as user requirements based on fuzzy values to consider vague user requirements. Analytical hierarchy process (AHP) and fuzzy logic are used to rank cloud services. Furthermore, a fuzzy Delphi filtering method is proposed to decrease the execution time of ranking cloud services. In experiments, different aspects such as accuracy, execution time, scalability, and sensitivity analysis are investigated. The results confirm that the proposed method outperforms available methods in terms of execution time and scalability. Furthermore, the experiments show that the proposed method has achieved an accuracy of 96%.","2169-3536","","10.1109/ACCESS.2022.3189172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9817125","Cloud computing;quality of service (QoS);Fuzzy Delphi method;cloud user requirement;cloud service ranking","Cloud computing;Quality of service;Costs;Scalability;Frequency division multiplexing;Fuzzy systems;Ranking (statistics)","","6","","51","CCBY","7 Jul 2022","","","IEEE","IEEE Journals"
"Causal Artificial Intelligence for High-Stakes Decisions: The Design and Development of a Causal Machine Learning Model","B. Sahoh; K. Haruehansapong; M. Kliangkhlao","School of Informatics, Walailak University, Tha Sala, Nakhon Si Thammarat, Thailand; School of Informatics, Walailak University, Tha Sala, Nakhon Si Thammarat, Thailand; Department of Computer Engineering, Prince of Songkla University, Hat Yai, Songkhla, Thailand",IEEE Access,"8 Mar 2022","2022","10","","24327","24339","A high-stakes decision requires deep thought to understand the complex factors that stop a situation from becoming worse. Such decisions are carried out under high pressure, with a lack of information, and in limited time. This research applies Causal Artificial Intelligence to high-stakes decisions, aiming to encode causal assumptions based on human-like intelligence, and thereby produce interpretable and argumentative knowledge. We develop a Causal Bayesian Networks model based on causal science using  $d$ -separation and do-operations to discover the causal graph aligned with cognitive understanding. Causal odd ratios are used to measure the causal assumptions integrated with the real-world data to prove the proposed causal model compatibility. Causal effect relationships in the model are verified based on causal P-values and causal confident intervals and approved less than 1% by random chance. It shows that the causal model can encode cognitive understanding as precise, robust relationships. The concept of model design allows software agents to imitate human intelligence by inferring potential knowledge and be employed in high-stakes decision applications.","2169-3536","","10.1109/ACCESS.2022.3155118","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9722845","Artificial intelligence;counterfactuals;causal science;do-calculus;causal inference;cognitive computing","Artificial intelligence;Software agents;Decision making;Bayes methods;Cognitive processes;Deep learning;Machine learning","","3","","46","CCBY","28 Feb 2022","","","IEEE","IEEE Journals"
"Feature Discrimination of News Based on Canopy and KMGC-Search Clustering","M. Shahroz; M. F. Mushtaq; R. Majeed; A. Samad; Z. Mushtaq; U. Akram","Department of Artificial Intelligence, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan; Department of Artificial Intelligence, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan; Directorate of Information Technology, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan; Department of Data Science, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan; Department of Computer Science, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan; Department of Artificial Intelligence, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan",IEEE Access,"14 Mar 2022","2022","10","","26307","26319","The internet provides a very vast amount of sources of news and the user has to search for desirable news by spending a lot of time because the user always prefers their related interest, desirable and informative news. The clustering of the news article having a great impact on the preferences of the user. The unsupervised learning techniques such that K-means Clustering and Spectral Clustering are proposed to categorize the news articles by extracting discriminant features that help the user to search and get informative news without wasting time. The BBC news articles dataset is used to perform experiments that consist of 2225 news articles. The TF-IDF feature extraction technique is used with K-means clustering and Spectral clustering to get the most similar clusters to categorize the news articles in respective domains. Those domains are sports, tech, entertainment, politics, and business. The clustering algorithms are evaluated using adjusted rand index, V-measure, homogeneity score, completeness score, and Fowlkes mallows score. The experimental results illustrated that K-means clustering performs better than spectral clustering using the TF-IDF feature extraction approach. But to improve the results the canopy centroid selection is used with the grid search optimization technique to optimize the results of the Kmeans and named its as a K-Means using Grid Search based on Canopy (KMGC-Search). The experimental results shows the proposed approach can be used as a viable method for the categorization of news articles.","2169-3536","","10.1109/ACCESS.2022.3152159","Sir Sadiq Research and Computing Center, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9715110","News categorization;K-means;clustering;canopy;machine learning;TF-IDF;grid search","Feature extraction;Clustering algorithms;Machine learning;Training;Text mining;Search engines;Companies","","3","","69","CCBY","16 Feb 2022","","","IEEE","IEEE Journals"
"CulturAI: Semantic Enrichment of Cultural Data Leveraging Artificial Intelligence","S. M. Carta; S. Consoli; A. Giuliani; A. S. Podda; D. R. Recupero","Department of Mathematics and Computer Science, University of Cagliari, Cagliari, Italy; European Commission, Joint Research Centre (JRC), Ispra, Italy; Department of Mathematics and Computer Science, University of Cagliari, Cagliari, Italy; Department of Mathematics and Computer Science, University of Cagliari, Cagliari, Italy; Department of Mathematics and Computer Science, University of Cagliari, Cagliari, Italy",IEEE Access,"9 Dec 2022","2022","10","","127328","127344","In this paper, we propose an innovative tool able to enrich cultural and creative spots (gems, hereinafter) extracted from the European Commission Cultural Gems portal, by suggesting relevant keywords (tags) and YouTube videos (represented with proper thumbnails). On the one hand, the system queries the YouTube search portal, selects the videos most related to the given gem, and extracts a set of meaningful thumbnails for each video. On the other hand, each tag is selected by identifying semantically related popular search queries (i.e., trends). In particular, trends are retrieved by querying the Google Trends platform. A further novelty is that our system suggests contents in a dynamic way. Indeed, as for both YouTube and Google Trends platforms the results of a given query include the most popular videos/trends, such that a gem may constantly be updated with trendy content by periodically running the tool. The system has been tested on a set of gems and evaluated with the support of human annotators. The results highlighted the effectiveness of our proposal.","2169-3536","","10.1109/ACCESS.2022.3226070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9968012","Computer science in cultural heritage;heterogeneous data analysis;modeling;interlinking;and browsing;semantic-aware representation of cultural data;machine learning;social media","Cultural differences;Data analysis;Videos;Urban areas;Video on demand;Global communication;Market research;Semantics;Machine learning;Social networking (online)","","","","27","CCBY","1 Dec 2022","","","IEEE","IEEE Journals"
"aiSTROM–A Roadmap for Developing a Successful AI Strategy","D. Herremans","Department of Computer Science and Design Pillar, Singapore University of Technology and Design (SUTD), Singapore",IEEE Access,"30 Nov 2021","2021","9","","155826","155838","A total of 34% of AI research and development projects fail or are abandoned, according to a recent survey by Rackspace Technology of 1,870 companies. In this perspective paper, a new STrategic ROadMap, aiSTROM, is presented that empowers managers to create an AI strategy. A comprehensive approach is provided that guides managers and lead developers through the various challenges in the implementation process. In the aiSTROM framework, the top  $n$  potential projects (typically 3-5) are first identified. For each of those, seven areas of focus are thoroughly analysed. These areas include creating a data strategy that takes into account unique cross-departmental machine learning data requirements, security, and legal requirements. aiSTROM then guides managers to think about how to put together an interdisciplinary artificial intelligence (AI) implementation team given the scarcity of AI talent. Once an AI team strategy has been established, it needs to be positioned within the organization, either cross-departmental or as a separate division. Other considerations include AI as a service (AIaas) and outsourcing development. Looking at new technologies, one has to consider challenges such as bias, the legality of black-box models, and keeping humans in the loop. Next, like any project, value-based key performance indicators (KPIs) need to be defined to track and validate the progress. Depending on the company’s risk strategy, a SWOT analysis (strengths, weaknesses, opportunities, and threats) can help further classify the shortlisted projects. Finally, one should make sure that the strategy includes continuous education of employees to enable a culture of adoption. This unique and comprehensive framework offers a practical tool for managers and lead developers.","2169-3536","","10.1109/ACCESS.2021.3127548","Singapore Ministry of Education(grant numbers:MOE2018-T2-2-161); SRG ISTD 2017 129; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9612182","Artificial intelligence;computational and artificial intelligence;engineering management;project management;system implementation;technical management","Artificial intelligence;Companies;Big Data;Task analysis;Tools;Software;Lead","","8","","112","CCBY","11 Nov 2021","","","IEEE","IEEE Journals"
"Advanced Machine-Learning Methods for Brain-Computer Interfacing","Z. Lv; L. Qiao; Q. Wang; F. Piccialli","School of Data Science and Software Engineering, Qingdao University, Qingdao, China; School of Data Science and Software Engineering, Qingdao University, Qingdao, China; Shenyang Aerospace University, Shenyang, China; Department of Matemathics and Applications “Renato Caccioppoli”, University of Naples Federico II, Napoli, NA, Italy",IEEE/ACM Transactions on Computational Biology and Bioinformatics,"7 Oct 2021","2021","18","5","1688","1698","The brain-computer interface (BCI) connects the brain and the external world through an information transmission channel by interpreting the physiological information of the brain during thinking activities. The effective classification of electroencephalogram (EEG) signals is the key to improving the performance of the system. To improve the classification accuracy of EEG signals in the BCI system, the transfer learning algorithm and the improved Common Spatial Pattern (CSP) algorithm are combined to construct a data classification model. Finally, the effectiveness of the proposed algorithm is verified. The results show that in actual and imagined movements, the accuracy of the left- and right-hand movements at different speeds is higher than when the speeds are the same. The proposed Adaptive Composite Common Spatial Pattern (ACCSP) and Self Adaptive Common Spatial Pattern (SACSP) algorithms have good classification effects on 5 subjects, with an average classification accuracy rate of 83.58 percent, which is an increase of 6.96 percent compared with traditional algorithms. When the training sample size is 10, the classification accuracy of the ACCSP algorithm is higher than that of the traditional CSP algorithm. The improved CSP algorithm combined with transfer learning embodies a good classification effect in both ACCSP and SACSP. Especially, the performance of SACSP mode is better. Combining the improved CSP algorithm proposed with the CSP-based transfer learning algorithm can improve the classification accuracy of the BCI classifier.","1557-9964","","10.1109/TCBB.2020.3010014","National Natural Science Foundation of China(grant numbers:61902203); Key Research and Development Plan - Major Scientific and Technological Innovation Projects of ShanDong Province(grant numbers:2019JZZY020101); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9143412","Brain-computer interface;machine learning;transfer learning;EEG signals;motor imagination;common spatial pattern","Electroencephalography;Classification algorithms;Machine learning;Brain modeling;Machine learning algorithms;Visualization","Adult;Algorithms;Brain-Computer Interfaces;Electroencephalography;Female;Humans;Imagination;Machine Learning;Male;Signal Processing, Computer-Assisted;Young Adult","79","","41","IEEE","17 Jul 2020","","","IEEE","IEEE Journals"
"DriveBFR: Driver Behavior and Fuel-Efficiency-Based Recommendation System","J. Vyas; D. Das; S. Chaudhury","Department of Computer Science and Engineering, IIT Jodhpur, Jodhpur, India; Department of Computer Science and Engineering, IIT Jodhpur, Jodhpur, India; Department of Computer Science and Engineering, IIT Jodhpur, Jodhpur, India",IEEE Transactions on Computational Social Systems,"30 Sep 2022","2022","9","5","1446","1455","Despite the tremendous growth of the transportation sector, the availability of systems that ensure safe, efficient, sustainable transportation reduces traffic congestion, maintenance costs, the off-road time of the vehicle, enhances driver’s experiences, and ensures a more reliable journey are very limited. The fast evolution of our economy, lack of driver training, and the grown affordability of our society are reasons for this mismatch in developing economies. We think that the inconsistency will increase and unfavorably affect our traffic structure unless intelligent algorithm-based solutions are developed and deployed. This article presents a system for providing safe, accurate, comfortable, reliable, fuel-efficient, and economical driving behavior using Machine Learning techniques like the hidden Markov model (HMM). Our proposed system recommends subsequent trips using a multi-objective optimization (MOO) technique for the driver. It provides suggestions concerning speed limits and alerts based on the driver’s behavior score and fuel efficiency. We used a publicly available UAH-DriveSet dataset captured by the driving monitoring app DriveSafe for all of our experiments. The results reveal that the proposed model predicts behavior with 95% accuracy and calculates fuel efficiency to improve driving quality and experience. This system recommends safer, more comfortable, more reliable, more efficient, and economical rides, beneficial for everyone in our society.","2329-924X","","10.1109/TCSS.2021.3112076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9547207","Driver behavior analysis;fuel-efficient driving;trip recommendation system","Vehicles;Fuels;Hidden Markov models;Global Positioning System;Reliability;Monitoring;Costs","","6","","41","IEEE","23 Sep 2021","","","IEEE","IEEE Journals"
"Arg-XAI: a Tool for Explaining Machine Learning Results","S. Bistarelli; A. Mancinelli; F. Santini; C. Taticchi","Dipartimento di Matematica e Informatica, Università degli Studi di Perugia, Perugia, Italy; Dipartimento di Matematica e Informatica, Università degli Studi di Perugia, Perugia, Italy; Dipartimento di Matematica e Informatica, Università degli Studi di Perugia, Perugia, Italy; Dipartimento di Matematica e Informatica, Università degli Studi di Perugia, Perugia, Italy",2022 IEEE 34th International Conference on Tools with Artificial Intelligence (ICTAI),"18 Apr 2023","2022","","","205","212","The requirement of explainability is gaining more and more importance in Artificial Intelligence applications based on Machine Learning techniques, especially in those contexts where critical decisions are entrusted to software systems (think, for example, of financial and medical consultancy). In this paper, we propose an Argumentation-based methodology for explaining the results predicted by Machine Learning models. Argumentation provides frameworks that can be used to represent and analyse logical relations between pieces of information, serving as a basis for constructing human tailored rational explanations to a given problem. In particular, we use extension-based semantics to find the rationale behind a class prediction.","2375-0197","979-8-3503-9744-4","10.1109/ICTAI56018.2022.00037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10097957","Computational Argumentation;Machine Learning;Explainability","Semantics;Machine learning;Predictive models;Software systems","","","","28","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"A Novel Loss Function and Training Strategy for Noise-Robust Keyword Spotting","I. López-Espejo; Z. -H. Tan; J. Jensen","Department of Electronic Systems, Aalborg University, Aalborg, Denmark; Department of Electronic Systems, Aalborg University, Aalborg, Denmark; Department of Electronic Systems, Aalborg University, Aalborg, Denmark","IEEE/ACM Transactions on Audio, Speech, and Language Processing","14 Jul 2021","2021","29","","2254","2266","The development of keyword spotting (KWS) systems that are accurate in noisy conditions remains a challenge. Towards this goal, in this paper we propose a novel training strategy relying on multi-condition training for noise-robust KWS. By this strategy, we think of the state-of-the-art KWS models as the composition of a keyword embedding extractor and a linear classifier that are successively trained. To train the keyword embedding extractor, we also propose a new (CN,2+1)-pair loss function extending the concept behind related loss functions like triplet and N-pair losses to reach larger inter-class and smaller intra-class variation. Experimental results on a noisy version of the Google Speech Commands Dataset show that our proposal achieves around 12% KWS accuracy relative improvement with respect to standard end-to-end multi-condition training when speech is distorted by unseen noises. This performance improvement is achieved without increasing the computational complexity of the KWS model.","2329-9304","","10.1109/TASLP.2021.3092567","Demant Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9465680","Keyword spotting;noise robustness;multi-condition training;deep metric learning;loss function;keyword embedding","Training;Noise measurement;Noise robustness;Computational modeling;Deep learning;Proposals;Acoustic distortion","","13","","54","IEEE","25 Jun 2021","","","IEEE","IEEE Journals"
"Audio and ASR-based Filled Pause Detection","A. Chatziagapi; D. Sgouropoulos; C. Karouzos; T. Melistas; T. Giannakopoulos; A. Katsamanis; S. Narayanan","Stony Brook University & Behavioral Signal Technologies, New York, U.S.A; Behavioral Signal Technologies, Athens, Greece; Behavioral Signal Technologies, Athens, Greece; Behavioral Signal Technologies, Athens, Greece; Behavioral Signal Technologies & NCSR Demokritos, Athens, Greece; Behavioral Signal Technologies, Athens, Greece; Behavioral Signal Technologies, Los Angeles, U.S.A",2022 10th International Conference on Affective Computing and Intelligent Interaction (ACII),"25 Nov 2022","2022","","","1","7","Filled pauses (or fillers) are the most common form of speech disfluencies and they can be recognized as hesitation markers (“um”, “uh” and “er”) made by speakers, usually to gain extra time while thinking their next words. Filled pauses are very frequent in spontaneous speech. Their detection is therefore rather important for two basic reasons: (a) their existence influences the performance of individual components, like Automatic Speech Recognition system (ASR), in human-machine interaction and (b) their frequency can characterize the overall speech quality of a particular speaker, as it can be strongly associated with the speaker's confidence. Despite that, only limited work has been published for the detection of filled pauses in speech, especially through audio. In this work, we propose a framework for filled pause detection using both audio and textual information. For the audio modality, we transfer knowledge from a plethora of supervised tasks, such as emotion or speaking rate, using Convolutional Neural Networks (CNNs). For the text modality, we develop a temporal Recurrent Neural Network (RNN) method that takes into account textual information derived from an ASR system. In addition, the proposed transfer learning approach for the audio classifier leads to better results when benchmarked on our internal dataset for which the text is not transcribed but estimated by an ASR system. In this case, a simple late fusion approach boosts the performance even further. This proves that the audio approach is suitable for real-world applications where the transcribed text is not available and has to leverage imperfect ASR results, or even the absence of textual information (to reduce computational cost).","2156-8111","978-1-6654-5908-2","10.1109/ACII55700.2022.9953889","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9953889","Filled Pauses;Hesitation;Disfluency Detection;Audio Classification;Text Classification;Multimodal Learning;Automatic Speech Recognition;Convolutional Neural Networks;Recurrent Neural Networks;Deep Learning","Knowledge engineering;Affective computing;Recurrent neural networks;Transfer learning;Benchmark testing;Computational efficiency;Convolutional neural networks","","2","","35","IEEE","25 Nov 2022","","","IEEE","IEEE Conferences"
"Efficiently Building a Large Scale Dataset for Program Induction","L. Milechin; J. Lopez-Contreras; F. Alet","EAPS, MIT, Cambridge, MA, USA; EECS – CSAIL, MIT, Cambridge, MA, USA; EECS – CSAIL, MIT, Cambridge, MA, USA",2021 IEEE High Performance Extreme Computing Conference (HPEC),"1 Dec 2021","2021","","","1","7","One of the applications of machine learning with the most potential is speeding up expensive computational processes, i.e. learning to think. To do so, one first generates a large-scale dataset by a compute-intensive process and then trains a model to approximate the distribution. High performance computing (HPC) is a perfect fit for these processes, as one may efficiently deploy large amounts of computation to generate a dataset in a reasonable amount of time, to then learn a computationally-efficient solution. Here, we focus on generating a program synthesis dataset. Finding the program that fits a given input-output specification is very expensive, but generating the input-output pairs for a given program is a well-defined process. In this work, we show how we efficiently ran hundreds of thousands of C++ codes line-by-line and used intermediate variable states to generate a large-scale program synthesis dataset.","2643-1971","978-1-6654-2369-4","10.1109/HPEC49654.2021.9622815","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9622815","AI / Machine Learning;Big Data and Distributed Computing;High Throughput Computing","Training;Computational modeling;High performance computing;Pipelines;Distributed databases;Machine learning;Tools","","","","12","IEEE","1 Dec 2021","","","IEEE","IEEE Conferences"
