title,journal,volume,pages,year,issn,doi,url,author,keywords,abstract
Exploring factors influencing the acceptance of visual programming environment among boys and girls in primary schools,Computers in Human Behavior,92,361-372,2019,0747-5632,https://doi.org/10.1016/j.chb.2018.11.043,https://www.sciencedirect.com/science/article/pii/S0747563218305788,Gary Cheng,,"There has recently been a renewed interest in integrating programming into the curriculum of primary education, partly due to the availability of the visual programming environment (VPE) designed for educational purposes. While substantial progress on exploring the potential benefits of VPE has been achieved, much remains to be done to understand students' acceptance of VPE and whether gender difference plays a role in their acceptance. This study was thus designed to extend the technology acceptance model to identify determinants influencing boys' and girls' behavioural intention to use VPE in the primary school context. It used a mixed method approach to evaluate the proposed model using questionnaire and interview data collected from 431 students (296 boys and 135 girls) in 38 primary schools. Among boys and girls, computer self-efficacy is shown to be the external factor significantly influencing both perceived usefulness and perceived ease of use of VPE, while attitude towards VPE is found to have a significant effect on behavioural intention to use VPE. In addition, gender differences are found in the impact of social influence and external encouragement on students' perceptions towards VPE, and also in the impact of students' perceptions towards VPE on their behavioural intention to use it. Based on the findings, several recommendations are made to encourage primary students to use VPE for programming."
Solutions of fractional differential equations by using a blend of variational iteration method with Sumudu transform and application to price adjustment equations,Partial Differential Equations in Applied Mathematics,8,100590,2023,2666-8181,https://doi.org/10.1016/j.padiff.2023.100590,https://www.sciencedirect.com/science/article/pii/S2666818123001031,M.O. Aibinu and S. Moyo,"Sumudu transform, Caputo fractional derivative, Price adjustment, Model, Market equilibrium","The presence of delays in a mathematical model can improve its vitality and suitability in describing several phenomena. However, in the presence of delays, nonlinear fractional differential equations are more difficult to study. This paper presents the use of a blend of variational iteration method with Sumudu transform for solving delay differential equations with Caputo derivatives of fractional variable order. Moreover, the paper introduces delays into the price adjustment equations to propose new price adjustment models with more potential for vitality and suitability. The paper assigns suitable real values to the parameters for the graphical display and comparison of the obtained solutions. The paper presents the interactions that exist among the price, demand, supply and dependence of supply and demand on the price, which can be applied to estimate the equilibrium price."
"Analyzing K-12 AI education: A large language model study of classroom instruction on learning theories, pedagogy, tools, and AI literacy",Computers and Education: Artificial Intelligence,7,100295,2024,2666-920X,https://doi.org/10.1016/j.caeai.2024.100295,https://www.sciencedirect.com/science/article/pii/S2666920X24000985,Di Wu and Meng Chen and Xu Chen and Xing Liu,"AI education, Large language models, Pedagogical approaches, AI literacy","There is growing recognition among researchers and stakeholders about the significant impact of artificial intelligence (AI) technology on classroom instruction. As a crucial element in developing AI literacy, AI education in K-12 schools is increasingly gaining attention. However, most existing research on K-12 AI education relies on experiential methodologies and suffers from a lack of quantitative analysis based on extensive classroom data, hindering a comprehensive depiction of AI education's current state at these educational levels. To address this gap, this article employs the advanced semantic understanding capabilities of large language models (LLMs) to create an intelligent analysis framework that identifies learning theories, pedagogical approaches, learning tools, and levels of AI literacy in AI classroom instruction. Compared with the results of manual analysis, analysis based on LLMs can achieve more than 90% consistency. Our findings, based on the analysis of 98 classroom instruction videos in central Chinese cities, reveal that current AI classroom instruction insufficiently foster AI literacy, with only 35.71% addressing higher-level skills such as evaluating and creating AI. AI ethics are even less commonly addressed, featured in just 5.1% of classroom instruction. We classified AI classroom instruction into three categories: conceptual (50%), heuristic (18.37%), and experimental (31.63%). Correlation analysis suggests a significant relationship between the adoption of pedagogical approaches and the development of advanced AI literacy. Specifically, integrating Project-based/Problem-based learning (PBL) with Collaborative learning appears effective in cultivating the capacity to evaluate and create AI."
Exploring the influence of students' perceptions of face-to-face collaboration on cognitive engagement and learning outcomes in collaborative programming,Acta Psychologica,248,104393,2024,0001-6918,https://doi.org/10.1016/j.actpsy.2024.104393,https://www.sciencedirect.com/science/article/pii/S0001691824002701,Zhi Liu and Ya Gao and Yuqin Yang and Xi Kong and Liang Zhao,"Students' perceptions of collaboration, Cognitive engagement, Epistemic network analysis, Learning outcomes, Collaborative programming","Collaborative programming is being increasingly used to overcome the difficulties of the individual programming process. In this study, we investigated the effect of collaborative perception on cognitive engagement and learning outcomes in collaborative programming. We used a quasi-experimental research to determine the differences in cognitive engagement and learning outcomes of three groups with different levels of collaborative perception. The findings highlight several important conclusions. First, there were significant differences in cognitive engagement and learning outcomes across collaborative perception groups. Students with high levels of collaborative perception demonstrate more comprehensive and diverse cognitive engagement, resulting in higher learning outcomes compared to those with lower perception. Second, students in the low collaborative perception group had more Clarification-Elaboration cognitive connections, and students in the high collaborative perception group had stronger Clarification-Positioning and Clarification-Verification cognitive connections. Third, collaborative perception positively moderated the relationship between cognitive engagement and learning outcomes. In particular, three cognitive engagement, Clarification, Elaboration, and Positioning, had a greater impact on performance when moderated by collaborative perceptions. These findings have practical implications for educators and course designers, emphasizing the importance of considering students' collaborative perception when forming groups and promoting effective collaborative programming."
Performance of rapid antigen tests in identifying Omicron BA.4 and BA.5 infections in South Africa,Journal of Clinical Virology,165,105498,2023,1386-6532,https://doi.org/10.1016/j.jcv.2023.105498,https://www.sciencedirect.com/science/article/pii/S138665322300121X,Natasha Samsunder and Gila Lustig and Margaretha {de Vos} and Sinaye Ngcapu and Jennifer Giandhari and Derek Tshiabuila and Emmanuel James San and Lara Lewis and Ayesha BM Kharsany and Cherie Cawood and Tulio {de Oliveira} and Quarraisha {Abdool Karim} and Salim {Abdool Karim} and Camille Escadafal and Kogieleum Naidoo and Aida Sivro,"SARS-CoV-2, COVID-19, Antigen, Sensitivity, Specificity, Omicron, BA.4, BA.5","Background
Concerns around accuracy and performance of rapid antigen tests continue to be raised with the emergence of new SARS-CoV-2 variants.
Objective
To evaluate the performance of two widely used SARS-CoV-2 rapid antigen tests during BA.4/BA.5 SARS-CoV-2 wave in South Africa (May – June 2022).
Study design
A prospective field evaluation compared the SARS-CoV-2 Antigen Rapid test from Hangzhou AllTest Biotech (nasal swab) and the Standard Q COVID-19 Rapid Antigen test from SD Biosensor (nasopharyngeal swab) to the Abbott RealTime SARS-CoV-2 assay (nasopharyngeal swab) on samples collected from 540 study participants.
Results
Overall 28.52% (154/540) were SARS-CoV-2 RT-PCR positive with median cycle number value of 12.30 (IQR 9.30–19.40). Out of the 99 successfully sequenced SARS-CoV-2 positive samples, 18 were classified as BA.4 and 56 were classified as BA.5. The overall sensitivities of the AllTest SARS-CoV-2 Ag test and Standard Q COVID-19 Ag test were 73.38% (95% CI 65.89–79.73) and 74.03% (95% CI 66.58–80.31) and their specificities were 97.41% (95% CI 95.30–98.59) and 99.22% (95% CI 97.74–99.74) respectively. Sensitivity was >90% when the cycle number value was <20. The sensitivity of both rapid tests was >90% in samples infected with Omicron sub-lineage BA.4 and BA.5.
Conclusion
Accuracy of tested rapid antigen tests that target the nucleocapsid SARS-CoV-2 protein, were not adversely affected by BA.4 and BA.5 Omicron sub-variants."
Code generation,New Scientist,223,38-41,2014,0262-4079,https://doi.org/10.1016/S0262-4079(14)61724-3,https://www.sciencedirect.com/science/article/pii/S0262407914617243,Niall Firth,,"Computer programming is being taught to kids as young as five. How will that help, asks Niall Firth"
Building a school data portal using open data: A description of the user research & development process,Heliyon,8,e10517,2022,2405-8440,https://doi.org/10.1016/j.heliyon.2022.e10517,https://www.sciencedirect.com/science/article/pii/S2405844022018059,Steven Azeka and Aankit Patel and Kenjiro Kanamaru,"School data, Comprehensive education plans, Data tool, Program officers, Computing education, Computer science education, Qualitative research","The lack of relevant and disaggregated data about schools is a challenge for organizations implementing and funders looking to invest in kindergarten through 12th-grade education programs in New York City (NYC), often forcing organizations to make critical programmatic and financial decisions with only partial or anecdotal information about schools and its existing efforts. Over the last two years, an institution of higher education and a private foundation worked together to address this problem by indexing text in thousands of annual school reports and combining multiple open data sets about schools, including geography, demographics, and academic performance, into a single database. The initial use case focused on understanding the existing computing education efforts in NYC. However, seeing the potential to inform a broader set of questions, the collaborators began exploring the utility of such data with program officers at the foundation. Interviews of program officers around their programmatic needs and challenges illuminated their struggles with analyzing scattered data, difficulty accessing non-academic data and the need for disaggregated and geographical data. These findings are being used to inform the development of a data portal that interfaces with the aggregated dataset for foundations and others interested in data about schools."
Editorial,On the Horizon,25,225-234,2017,1074-8121,https://doi.org/10.1108/OTH-07-2017-0050,https://www.sciencedirect.com/science/article/pii/S1074812123000404,ElizabethElizabeth KingKing,,
Computational strategic communication in a data-driven world,Public Relations Review,,102496,2024,0363-8111,https://doi.org/10.1016/j.pubrev.2024.102496,https://www.sciencedirect.com/science/article/pii/S0363811124000754,Alvin Zhou and Toni G.L.A. {van der Meer},,
Leading digital transformation and eliminating barriers for teachers to incorporate artificial intelligence in basic education in Hong Kong,Computers and Education: Artificial Intelligence,5,100171,2023,2666-920X,https://doi.org/10.1016/j.caeai.2023.100171,https://www.sciencedirect.com/science/article/pii/S2666920X23000504,Eric Chi Keung Cheng and Tianchong Wang,"Digital leadership, Teachers' barriers to change, Artificial intelligence in education, AIED","Artificial Intelligence (AI) has rapidly emerged as a transformative force across diverse sectors worldwide, with policy initiatives signalling its rising prominence. In the realm of education, AI holds promise for revolutionising learning and teaching. However, the incorporation of AI in basic education faces significant challenges for many schools, particularly when explicit curriculum guidelines are absent, and teachers have limited exposure to AI technologies. This study delves into the importance of integrating Artificial Intelligence in Education (AIED), particularly in primary and secondary school settings, with a specific emphasis on the obstacles and facilitators. The research examines the impact of digital leadership and its role in mitigating teachers' barriers to AIED incorporations. These external variables are systematically outlined within the conceptual framework proposed by this study. Furthermore, it conceptualises and considers three AIED approaches—Learning from AI, Learning about AI, and Learning with AI—as internal variables central to basic-education AIED incorporations, as highlighted in previous research. The study gathers quantitative data through a self-constructed questionnaire survey from 204 school principals and management-level teachers across 60 primary and secondary schools in Hong Kong, capturing their perceptions of AIED incorporation. A structural equation model (SEM) is adopted to analyse the relationships between digital leadership, internal and external teacher barriers, and the three AIED approaches. The findings underscore that digital leadership is a significant factor in facilitating AI incorporations in schools, and that teachers' internal and external barriers considerably affect Learning about AI. The paper concludes by proposing strategies to enhance the capabilities of school leaders and teachers in promoting AIED in basic education."
Algorithmic thinking vs. text comprehension,Procedia Manufacturing,22,1031-1037,2018,2351-9789,https://doi.org/10.1016/j.promfg.2018.03.146,https://www.sciencedirect.com/science/article/pii/S2351978918304426,Katalin Harangus and Zoltán Kátai,"Algorithmic thinking, Problem-solving, Reading comprehension, Thinking process, Education","Our research aims to provide information on whether students who have finished a school have mastered the ability of algorithmic thinking or the focus in their training was more on simply memorizing and using the algorithms. The question is how typical it is for each specialization in our educational system that the composition of the subjects specified in the national curricula should influence the development of problem-solving skills and limit the field of human subjects where it is less important to apply cognitive models or algorithmic thinking acquired through the study of formal sciences. The participants in the experiment were taken from the first year students of Sapientia University, Faculty of Technical and Human Sciences of Tirgu Mures (N = 231). Our research confirmed the expected results, that programming experience and good programming skills are associated with in-depth, context-independent algorithmic thinking. An even more important result, however, is that the advanced algorithmic thinking operations presume high level reading comprehension skill: possession of integration and interpretation, as well as reflection and evaluation skills."
"A retrospective study of antivenom-associated adverse reaction and anaphylaxis at Ngwelezana Hospital, South Africa",Toxicon,217,1-4,2022,0041-0101,https://doi.org/10.1016/j.toxicon.2022.07.008,https://www.sciencedirect.com/science/article/pii/S0041010122002227,T. Giles and S.R. Čačala and D. Wood and J. Klopper and G.V. Oosthuizen,"Antivenom, Anaphylaxis, Ngwelezana, South Africa","Background
Snakebite victims are commonly seen in KwaZulu-Natal Hospitals, with only a minority of patients requiring antivenom. This study reviewed antivenom-associated adverse events at our institution, after administration of the South African Vaccine Producers (SAVP) polyvalent antivenom.
Methods
A retrospective review, over 52 months (January 2016–April 2020), of patients who received antivenom. Demographics, clinical details and clinical course following antivenom administration were analysed.
Results
Emergency department doctors treated 758 snakebites; 156 patients were admitted of which 51 (33%) received antivenom. Indications for antivenom included: neurotoxicity (24%), haemotoxicity (18%) and significant cytotoxicity (58%). Antivenom-associated adverse events occurred in 61% of patients; with 47% developing anaphylaxis requiring adrenaline infusion. There was a higher incidence of anaphylaxis in children (57%) than in adults (40%), p = 0.55. There was no association between antivenom dose and anaphylaxis. No benefit was noted with adrenaline premedication (p = 0.64), nor with the addition of antihistamine or steroid pre-medicants to adrenaline (p = 0.61). Multivariable logistic regression identified age as a predictor for anaphylaxis, but not dose or duration of antivenom and not any particular form of premedication. Intubation was required in 29% of patients developing anaphylaxis. There were no deaths and all patients made full recovery.
Conclusion
Almost half of the patients at Ngwelezana hospital in Kwazulu-Natal receiving the SAVP polyvalent antivenom developed anaphylaxis requiring adrenaline infusion, with children at higher risk. The administration of this antivenom must only be given for valid indications, in a high-care environment by medical personnel ready to manage anaphylactic shock. The addition of antihistamine and corticosteroids to adrenaline for premedication has no added benefit."
Computing as a mathematical disciplinary practice,The Journal of Mathematical Behavior,54,100688,2019,0732-3123,https://doi.org/10.1016/j.jmathb.2019.01.004,https://www.sciencedirect.com/science/article/pii/S0732312318300282,Elise Lockwood and Anna F. DeJarnette and Matthew Thomas,"Computation, Mathematical disciplinary practices, Mathematicians","In this paper, we make a case for computing as a mathematical disciplinary practice. We present results from interviews with research mathematicians in which they reflected on the use of computing in their professional work. We draw on their responses to present evidence that computing is an inherent part of doing mathematics and is a practice they want their students to develop. We also discuss the mathematicians’ perspectives on how they learned and teach computing, and we suggest that much needs to be explored about how to teach computing effectively. Our overarching goal is to draw attention to the importance of the teaching and learning of computing, and we argue that it is an imperative topic of study in mathematics education research."
Erratum regarding missing Declaration of Competing Interest statements in previously published articles,International Journal of Child-Computer Interaction,41,100671,2024,2212-8689,https://doi.org/10.1016/j.ijcci.2024.100671,https://www.sciencedirect.com/science/article/pii/S2212868924000394,,,
p5.quadrille.js: P5.js quadrille library,SoftwareX,27,101838,2024,2352-7110,https://doi.org/10.1016/j.softx.2024.101838,https://www.sciencedirect.com/science/article/pii/S2352711024002097,Jean Pierre Charalambos,"Game-based learning, Creative-coding, p5.js library","This paper introduces p5.quadrille.js, an open-source p5.js library and game-based learning tool for creative coding. It enables board game design, creative code applications like photo and video mosaics, and visualizing complex concepts like image convolution. The design of the library ensures students engage with essential skills in functional and object-oriented programming, set and logical operations, geometric transformations, and game design. Illustrative examples demonstrate its main functionalities, and a preliminary evaluation highlights the potential for future quantitative research to assess its impact on learning outcomes."
An implementation of design-based learning through creating educational computer games: A case study on mathematics learning during design and computing,Computers & Education,73,26-39,2014,0360-1315,https://doi.org/10.1016/j.compedu.2013.12.010,https://www.sciencedirect.com/science/article/pii/S0360131513003345,Fengfeng Ke,"Learning by design, Game-based learning, Mathematical disposition, Thinking mathematically, Computer game making","This mixed-method case study examined the potential of computer-assisted, math game making activities in facilitating design-based math learning for school children. Sixty-four middle school children participated in Scratch-based, math game making activities. Data were collected via activity and conversation observation, artifact analysis, interviewing, and survey. The study findings indicated that participants developed significantly more positive dispositions toward mathematics after computer game making. The study also found that experience-driven game design processes helped to activate children's reflection on everyday mathematical experiences. Mathematical thinking and content experience were intertwined within the process of computer game authoring. On the other hand, children designers were involved in game-world and story crafting more than mathematical representation. And it was still challenging for them to perform computer game coding with abstract reasoning."
