"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Modeling for everyone: Emphasizing the role of modeling in stem education","P. Fishwick; S. Brailsford; S. J. E. Taylor; A. Tolk; A. Uhrmacher","Creative Automata Laboratory, Arts & Technology University of Texas at Dallas, Richardson, TX, USA; School of Management, University of Southampton, Southampton, UK; Modelling & Simulation Group, Brunel University, Uxbridge, UK; SimIS, Inc, Portsmouth, VA, USA; Institute of Computer Science, University of Rostock, Rostock, GERMANY",Proceedings of the Winter Simulation Conference 2014,"26 Jan 2015","2014","","","2786","2796","Modeling is a creative activity known and practiced by most in industry, government, and academia. A model is a construct of language coded using different technologies-from print and physical media to computer-generated synthetic environments. The activity of modeling is so central to human cognition, that we must ask ourselves whether modeling should be more clearly emphasized in education, especially within science, technology, engineering, and mathematics (STEM) fields. Coding has recently been suggested as a skill that everyone needs to acquire for the 21st Century. Can modeling be situated along side coding? We explore the connections between modeling and coding, and stress the importance of model literacy for all.","1558-4305","978-1-4799-7486-3","10.1109/WSC.2014.7020121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7020121","","Computational modeling;Mathematical model;Educational institutions;Medical services;Robot sensing systems;Games;Computers","","4","","23","IEEE","26 Jan 2015","","","IEEE","IEEE Conferences"
"An Abstract Object Oriented Runtime System for Heterogeneous Parallel Architecture","J. -M. Gratien","Applied mathematics and computer sciences department, IFPEN, Rueil-Malmaison, France","2013 IEEE International Symposium on Parallel & Distributed Processing, Workshops and Phd Forum","31 Oct 2013","2013","","","1203","1212","In our paper we present an abstract object oriented runtime system that helps to develop scientific applications for new her erogenous architectures based on multi-node of multi-core processors enhanced with accelerator boards. Its architecture, based on abstract concepts, enables to follow hardware technology by extending these concepts with new implementations modeling new hardware components, while limiting the impacts on existing applications architecture or in the developpement of high level generative framework based on Domain specific language. We validate our approach with a multiscale algorithm to solve partial derivative equations that we have implemented with this runtime system and benchmarked on various heterogeneous hardware architecture.","","978-0-7695-4979-8","10.1109/IPDPSW.2013.144","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6651007","High performant computing;Runtime system;GPGPU;Multi-core;Heterogeneous architecture","Computer architecture;Runtime;Hardware;Abstracts;Computational modeling;Object oriented modeling;Vectors","","4","","9","IEEE","31 Oct 2013","","","IEEE","IEEE Conferences"
"Computer science learning activities based on experience","M. Cápay; J. Skalka; M. Drlík","Department of Informatics Constantine the Philosopher, University in Nitra, Nitra, Slovakia; Department of Informatics Constantine the Philosopher, University in Nitra, Nitra, Slovakia; Department of Informatics Constantine the Philosopher, University in Nitra, Nitra, Slovakia",2017 IEEE Global Engineering Education Conference (EDUCON),"8 Jun 2017","2017","","","1363","1372","Learning by different ways as well as learning by discovery is natural. Especially in early childhood, we learn mostly by experience. Educational activities designed to acquire knowledge from experience lead students (pupils) to make own abstract or mental models only after finishing the activity. According to our experience, we should conclude that learners really learn from their attempts and mistakes even at computer science classes. Their disengagement should be reduced by the involvement of something personally significant. Teachers should ensure that activities are designed and carried out in ways that offer each learner the chance to engage in the manner that suits them to the best. The paper describes selected computer science activities that should be used to engage the pupils or students in the learning process. We conclude that relatively simple teaching aid could help to explain even abstract computer science underlying concepts through the experience sometimes more effectively than through instructional model.","2165-9567","978-1-5090-5467-1","10.1109/EDUCON.2017.7943025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7943025","Cognitive engagement;Experience avctivities;Discovery learning","Computer science;Reflection;Context;Informatics;Computational modeling;Engineering education","","4","","47","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"An Ontology Selection and Ranking System Based on the Analytic Hierarchy Process","A. Groza; I. Dragoste; I. Sincai; I. Jimborean; V. Moraru","Department of Computer Science, Technical University of Cluj-Napoca; Department of Computer Science, Technical University of Cluj-Napoca; Department of Computer Science, Technical University of Cluj-Napoca; Department of Computer Science, Technical University of Cluj-Napoca; Department of Applied Informatics, Technical University of Moldova",2014 16th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing,"9 Feb 2015","2014","","","293","300","Selecting the desired ontology from a collection of available ones is essential for ontology reuse. We address the problem of evaluating, ranking and selecting ontologies according to user preferences. We exploit the Analytic Hierarchy Process (AHP) to solve the multiple-criteria decision problem and to model the preferences of the users. We use AHP to analyze the available ontologies from different perspectives and at different abstraction levels. The decision is based on the concrete end-node measurements and their relative importance at higher levels. For supporting the selection decision, we developed an ontology representation, reasoning and management system. The system applies different metrics on ontologies in order to feed the Analytic Hierarchy Process with facts. The running scenario applies our method to the task of reusing ontologies from the tourism domain.","","978-1-4799-8448-0","10.1109/SYNASC.2014.47","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7034697","Ontology selection;ontology ranking;analytic hierarchy process;ontology metrics","Ontologies;Analytic hierarchy process;Semantics;Atomic measurements;Abstracts;Computational modeling","","4","","3","IEEE","9 Feb 2015","","","IEEE","IEEE Conferences"
"A Study on Log Analysis Approaches Using Sandia Dataset","M. M. A. Pritom; C. Li; B. Chu; X. Niu","University of North Carolina at Charlotte, Charlotte, NC, US; Department of Software and Information Systems, University of North Carolina at Charlotte, Charlotte, NC, USA; Department of Software and Information Systems, University of North Carolina at Charlotte, Charlotte, NC, USA; Department of Software and Information Systems, University of North Carolina at Charlotte, Charlotte, NC, USA",2017 26th International Conference on Computer Communication and Networks (ICCCN),"18 Sep 2017","2017","","","1","6","Modern enterprises collect, process, and analyze security data from various system and network logs. Previous studies show that, handling large security datasets and detecting anomalies from those are key challenges faced by most of todays' enterprises. Unfortunately most security professionals are inexperienced at performing data analysis. In this paper, we study published works analyzing one publicly accessible log dataset (Sandia Dataset) published by Los Alamos National Laboratory. We evaluate their data analysis methodology as well as results and found significant flaws in most analysis methodologies.","","978-1-5090-2991-4","10.1109/ICCCN.2017.8038522","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8038522","","Authentication;Anomaly detection;Computers;Analytical models;Data models;Computational modeling","","3","","38","IEEE","18 Sep 2017","","","IEEE","IEEE Conferences"
"Towards a Virtual Domain Based Authentication on MapReduce","I. Lahmer; N. Zhang","School of Computer Science, The University of Manchester, Manchester, U.K.; School of Computer Science, The University of Manchester, Manchester, U.K.",IEEE Access,"20 May 2017","2016","4","","1658","1675","This paper has proposed a novel authentication solution for the MapReduce (MR) model, a new distributed and parallel computing paradigm commonly deployed to process Big Data by major IT players, such as Facebook and Yahoo. It identifies a set of security, performance, and scalability requirements that are specified from a comprehensive study of a job execution process using MR and security threats and attacks in this environment. Based on the requirements, it critically analyzes the state-of-the-art authentication solutions, discovering that the authentication services currently proposed for the MR model is not adequate. This paper then presents a novel layered authentication solution for the MR model and describes the core components of this solution, which includes the virtual domain based authentication framework (VDAF). These novel ideas are significant, because, first, the approach embeds the characteristics of MR-in-cloud deployments into security solution designs, and this will allow the MR model be delivered as a software as a service in a public cloud environment along with our proposed authentication solution; second, VDAF supports the authentication of every interactions by any MR components involved in a job execution flow, so long as the interactions are for accessing resources of the job; third, this continuous authentication service is provided in such a manner that the costs incurred in providing the authentication service should be as low as possible.","2169-3536","","10.1109/ACCESS.2016.2558456","Ministry of Higher Education and Scientific Research of Libya; National Oil Corporation Libya (NOC-Libya); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7460118","MapReduce;Authentication for MapReduce;Cloud Computing Security;Security Requirements;Security Threats;MapReduce;authentication for mapreduce;cloud computing security;security requirements;security threats","Authentication;Analytical models;Cloud computing;Computational modeling;Scalability;Paralllel processing","","3","","24","CCBY","27 Apr 2016","","","IEEE","IEEE Journals"
"Viewpoints and Issues in Requirements Engineering for Services","J. Ralyté","Institute of Services Science, University of Geneva, Geneva, Switzerland",2012 IEEE 36th Annual Computer Software and Applications Conference Workshops,"10 Nov 2012","2012","","","341","346","While service-oriented paradigm plays a more and more extensive role in software and information systems development and service-driven architectures are increasingly adopted by public and private organizations, the Requirements Engineering (RE) discipline still fails to provide approaches and techniques dedicated for this type of development. In this paper we aim to identify viewpoints and issues particular to the RE domain adapted to the service-oriented engineering context. Based on this analysis, we introduce a framework to support RE for service engineering.","","978-0-7695-4758-9","10.1109/COMPSACW.2012.68","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341599","service;service requirements engineering;service value;creativity;service evolution","Business;Information systems;Web services;Technological innovation;Computational modeling;Analytical models","","3","","51","IEEE","10 Nov 2012","","","IEEE","IEEE Conferences"
"CEL: Touching software modeling in essence","R. Lemma; M. Lanza; A. Mocci","REVEAL @ Faculty of Informatics, University of Lugano, Switzerland; REVEAL @ Faculty of Informatics, University of Lugano, Switzerland; REVEAL @ Faculty of Informatics, University of Lugano, Switzerland","2015 IEEE 22nd International Conference on Software Analysis, Evolution, and Reengineering (SANER)","9 Apr 2015","2015","","","439","448","Understanding a problem domain is a fundamental prerequisite for good software design. In object-oriented systems design, modeling is the fundamental first phase that focuses on identifying core concepts and their relations. How to properly support modeling is still an open problem, and existing approaches and tools can be very different in nature. On the one hand, lightweight ones, such as pen & paper/whiteboard or CRC cards, are informal and support well the creative aspects of modeling, but produce artifacts that are difficult to store, process and reuse as documentation. On the other hand, more constrained and semi-formal ones, like UML, produce storable and processable structured artifacts with defined semantics, but this comes at the expense of creativity. We believe there exists a middle ground to investigate that maximizes the good of both worlds, that is, by supporting software modeling closer to its essence, with minimal constraints on the developer's creativity and still producing reusable structured artifacts. We also claim that modeling can be best treated by using the emerging technology of touch-based tablets. We present a novel gesture-based modeling approach based on a minimal set of constructs, and CEL, an iPad application, for rapidly creating, manipulating, and storing language agnostic object-oriented software models, which can be exported as skeleton source code in any language of choice. We assess our approach through a controlled qualitative study.","1534-5351","978-1-4799-8469-5","10.1109/SANER.2015.7081854","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7081854","","Unified modeling language;Object oriented modeling;Visualization;Semantics;Tablet computers;Computational modeling;Layout","","2","","45","IEEE","9 Apr 2015","","","IEEE","IEEE Conferences"
"Assessing creativity skill development in art and design among undergraduate students: Implementing creative potential simulation software to capture creativity-relevant personal characteristics","N. J. Setiadi; I. G. So; Suprayitno","Bina Nusantara University, West Jakarta, DKI Jakarta, ID; Bina Nusantara University, West Jakarta, DKI Jakarta, ID; Bina Nusantara University, West Jakarta, DKI Jakarta, ID","Proceedings of 2013 IEEE International Conference on Teaching, Assessment and Learning for Engineering (TALE)","7 Nov 2013","2013","","","268","272","Identification of creativity skill development among undergraduate art and design students was assessed using a computer software creativity simulation. This software has been developed and evaluated with two groups of Art and Design students of a private university in Indonesia. The study presents preliminary findings of an examination creative behavioral model. This examination presents data supporting reliability and validity of the instrument. Student learning of creativity skill was evident using the creative potential simulation software. Results of a factor analysis indicated a five factor solution of creative characteristics and behavior. Discussion of findings and the benefits of computer simulations for learning and assessment of creativity skills are presented.","","978-1-4673-6355-6","10.1109/TALE.2013.6654444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6654444","Creative behavior;Creative-relevant personal characteristics;Creativity simulation software;Art and Design Student Learning","Computer simulation;Computational modeling;Art;Education;Software;Reliability;Correlation","","2","","18","IEEE","7 Nov 2013","","","IEEE","IEEE Conferences"
"A framework to examine fidelity of implementation of a hybrid instructional model for computer engineering courses","J. -L. Lin; A. S. Peng","STEM Education Center, University of Minnesota Twin Cities, Minneapolis, MN; Engineering and Technology Department, University of Wisconsin – Stout, Menomonie, WI",2013 IEEE Frontiers in Education Conference (FIE),"19 Dec 2013","2013","","","724","729","This paper describes a framework adopted to examine the fidelity level of the implemented curriculum in a computer engineering course. The framework allows education researchers to analyze how an applied hybrid instructional model impacts student learning methodically. This study helps to gain insights into how instructors' pedagogical and content knowledge has shaped the curriculum implementation. Factors that influence the intended, implemented, and learned curriculum are discussed.","2377-634X","978-1-4673-5261-1","10.1109/FIE.2013.6684921","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6684921","hybrid instructional model;fidelity;implemented curriculum;intended curriculum;learned curriculum;pedagogical and content knowledge","Computational modeling;Education;Computers","","1","","21","IEEE","19 Dec 2013","","","IEEE","IEEE Conferences"
"Collective assessment of arguments in an online intelligent argumentation system for collaborative decision support","R. S. Arvapally; X. Liu","Computer Science Department, Missouri University of Science and Technology, Rolla, MO, USA; Computer Science Department, Missouri University of Science and Technology, Rolla, MO, USA",2013 International Conference on Collaboration Technologies and Systems (CTS),"25 Jul 2013","2013","","","411","418","We developed an intelligent argumentation system for collaborative decision support which allows stakeholders to exchange arguments, captures their rationale, and assesses aggregate thoughts on solution alternatives [1, 21]. In this article we propose and evaluate a method for computing aggregate thoughts of arguments on individual arguments, which represents individual thoughts, in an argumentation tree and further classifying arguments based on relationships between its aggregate thoughts and individual thoughts. A novel approach is developed to derive collective determination of an argument based on total support and attack that an argument receives in the argumentation tree. The collective determination value and the strength of an argument are used to analyze the relationship between aggregate thought and individual thought of arguments and cluster the arguments. The decision maker will be able to review clusters of arguments with opposing collective thoughts and supporting collective thoughts versus their individual thoughts. We have carried out an experiment to evaluate the proposed method, and the experimental results show that the proposed method is effective.","","978-1-4673-6404-1","10.1109/CTS.2013.6567263","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6567263","Collaborative decision support;argumentation;fuzzy logic;aggregate thoughts;individual thoughts;K-means clustering algorithm;intelligent argumenation system","Fuzzy logic;Aggregates;Artificial intelligence;Collaboration;Engines;Decision making;Computational modeling","","1","","32","IEEE","25 Jul 2013","","","IEEE","IEEE Conferences"
"Analytical approach of soft computing in big data issues","T. Anand; R. Pal; S. K. Dubey","Computer Science and Engineering Department, Amity University, Noida, U.P., India; Computer Science and Engineering Department, Amity University, Noida, U.P., India; Computer Science and Engineering Department, Amity University, Noida, U.P., India","2015 Communication, Control and Intelligent Systems (CCIS)","24 Mar 2016","2015","","","442","449","As big data computing is in emergence, therefore handling of large amount of data becoming a problematic day by day. Analyzing, visualizing, and managing this massive amount of data causing remarkable issues and challenges which are not even resolve through traditional technologies. Therefore it requires innovative technologies or methods to resolve issues and challenges. The main aim of this paper is to explore the effectiveness of combination of big data with soft computing to overcome the issues and challenges more efficiently and in less time. Here emphasis is given on three main soft computing techniques namely neural network, fuzzy logic and genetic for minimizing big data related problems. Research questions are also formed for this purpose in the present paper from 2004-2015 as primary study that will help the researchers in future in their related study.","","978-1-4673-7541-2","10.1109/CCIntelS.2015.7437957","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7437957","Big Data;Soft Computing;Neural Network;Fuzzy Logic;Genetic Algorithm","Computational modeling;Predictive models;Writing;Data mining;Libraries;Vehicles","","1","","54","IEEE","24 Mar 2016","","","IEEE","IEEE Conferences"
"The issues of adopting simulation games in software engineering classes","D. C. C. Peixoto; R. F. Resende; C. I. P. S. Pádua","Department of Computer, Centro Federal de Educação Tecnológica, Brazil; Department of Computer Science, Universidade Federal de Minas Gerais, Brazil; Department of Computer Science, Universidade Federal de Minas Gerais, Brazil",2015 IEEE Frontiers in Education Conference (FIE),"7 Dec 2015","2015","","","1","8","Previous researches have pointed out that simulation games can be an effective tool for enhancing the students' motivation to learn and understand complex subjects. Although the decision to use a simulation game is made mainly by the instructor, the students' perceptions are also important in order to support its usage. The increasing interest in educational simulation games motivates us to investigate relevant factors that influence the adoption of simulation games in Software Engineering courses. Based on a theoretical adoption model and on the evaluation of a specific simulation game, we identified crucial aspects beyond the ones usually considered, such as incorporating more industrial settings phenomena and pedagogical elements. These aspects are not always considered in Software Engineering simulation games, as we identified after an evaluation. Therefore, we concluded that this class of simulation games does not address suitably the adoption attributes that we found relevant.","","978-1-4799-8454-1","10.1109/FIE.2015.7344071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7344071","simulation games;software engineering;adoption","Games;Software engineering;Software;Computational modeling;Context;Semiotics;Inspection","","1","","43","IEEE","7 Dec 2015","","","IEEE","IEEE Conferences"
"Facilitated conceptual modelling: Practical issues and reflections","A. A. Tako; K. Kotiadis","School of Business and Economics, Loughborough University, Leicestershire, UK; Warwick Business School, Warwick University, Coventry, UK",Proceedings of the 2012 Winter Simulation Conference (WSC),"21 Feb 2013","2012","","","1","12","This paper discusses some practical issues relevant to facilitated conceptual modelling (CM). We consider facilitated CM as a process of undertaking CM primarily in facilitated workshops attended by a group of stakeholders. Facilitated workshops are a common practice in some fields of operational research (OR), System Dynamics (SD) and Problem Structuring Methods (PSM). The associated benefits of involving the stakeholders in the modelling process are reported in the literature such as enabling the mutual exploration of the problem situation and creating a strong ownership of the formulated problem. Further benefits related to CM are knowledge acquisition from domain experts, conflict resolution, fostering credibility and creativity. Reflecting on our experience, we consider the practical issues related to undertaking facilitated CM such as the group size and composition, team roles and the facilitator and the organization of workshops. The ideas put forward could be useful to modellers interested in undertaking facilitated CM.","1558-4305","978-1-4673-4782-2","10.1109/WSC.2012.6465192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6465192","","Conferences;Computational modeling;Data models;Biological system modeling;Analytical models;Educational institutions;Knowledge acquisition","","1","","43","IEEE","21 Feb 2013","","","IEEE","IEEE Conferences"
"Interactive Virtual Archaeology: Constructing the Prehistoric Past at Avebury Henge","L. Falconer","Education Innovation Centre, University of the West of England, Bristol, U.K.",2016 15th International Conference on Ubiquitous Computing and Communications and 2016 International Symposium on Cyberspace and Security (IUCC-CSS),"23 Jan 2017","2016","","","153","158","Avebury Henge is situated approximately 20 miles north of Stonehenge in Wiltshire, U.K. and contains the largest known Neolithic stone circle in Europe. It is part of the Avebury, Stonehenge and Associated Sites World Heritage Site but is less well-known than Stonehenge, despite being an impressive monument with a ditch and bank system more than 400m in diameter. In the past 20 years or so many computer-based simulations of archaeological sites around the world have been created, but many of these digital reconstructions lack both the ability to enable personal presence of the user in the virtual landscape itself, and the facility for users to interact with others and the virtual environment around them in real time. The project described in this paper aims to research the issues of presence and interaction in virtually reconstructed ancient landscapes through a reconstruction of Avebury Henge in a virtual world environment, as it might have been circa 2,300 BCE. This paper describes and evaluates the construction phase of the project in a virtual world environment.","","978-1-5090-5566-1","10.1109/IUCC-CSS.2016.029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7828596","interaction;virtual environments;history;heritage;virtual archaeology;Avebury","Image reconstruction;Virtual environments;History;Three-dimensional displays;Collaboration;Cultural differences;Computational modeling","","1","","30","IEEE","23 Jan 2017","","","IEEE","IEEE Conferences"
"Exploring the Impact of Social Communication on the Innovation Potential of Open Science Communities","G. Zou; L. Yilmaz","Department of Electronic and Information Technology, Dalian University of Technology, Panjin, Liaoning, China; Department of Computer Science and Software Engineering, Auburn University, Auburn, AL, USA","IEEE Transactions on Systems, Man, and Cybernetics: Systems","20 May 2017","2016","46","2","271","281","As scientific communities become increasingly complex and interdisciplinary, implementing policies that foster collective creativity for science-based innovation emerges as a critical issue. In this paper, we investigate the impact of socio-communication strategies on innovation capacity based on experiments using a general-purpose model that aims to study dynamic processes of collective creativity in scientific communities. Experimental results indicate that low communication frequency, openness and receptivity lead to higher variety. On the contrary, variety decreases with increasing receptivity under high communication frequency. If more communication channels exist, the connectivity-driven preferential attachment strategy is beneficial in fostering innovation in terms of generated networks with low density and high centrality. Additionally, balance theory suggests higher levels of knowledge diffusion efficiency.","2168-2232","","10.1109/TSMC.2015.2455956","National Science Foundation Directorate for the Social, Behavioral, and Economic Sciences under National Science Foundation (NSF)-SBE-0830261; Fundamental Research Funds for the Central Universities(grant numbers:Dut14rc(3)79); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7175070","Agent-based model;collective creativity;communication theories;creative artificial ecosystems;Agent-based model;collective creativity;communication theories;creative artificial ecosystems","Communities;Technological innovation;Communication networks;Ecosystems;Computational modeling;Biological system modeling;Cybernetics","","1","","47","IEEE","3 Aug 2015","","","IEEE","IEEE Journals"
"Framing Foundational Taxonomy of Multimedia Tangibility in Education Setting for Children","C. K. Tsong; Z. Samsudin; W. A. J. Wan Yahaya","Faculty of Art and Design, Jalan Selatan Utama, Off, Skudai, Johor, Malaysia; Centre for Instructional Technology and Multimedia, USM, Pinang, Malaysia; Centre for Instructional Technology and Multimedia, USM, Pinang, Malaysia",2017 2nd International Conference on Multimedia and Image Processing (ICMIP),"25 Dec 2017","2017","","","309","314","The paper describes a new foundational taxonomy of tangible multimedia, a genre of multimedia which deploys the use of tangible artefacts, based on Piagets theory of cognitive development. A taxonomy for setting tangibility in multimedia realm is required for grounding guideline stipulating the consistent way of using tangible artefacts within multimedia context. This paper begins discussion by looking into facets of tangibility dimension by way of literature review. The taxonomy suggests multimedia tangibility can be achieved at least on six facets, namely abdication, loose, naturalness, link semantics, cardinality, and comprehensive mapping facets. Discussion followed by elaboration of each of their associated functions. The paper is concluded with a brief description of a research results, which revealed the efficacy of tangible multimedia compliant with some of the facets of the taxonomy in elevating learners learning performance.","","978-1-5090-5954-6","10.1109/ICMIP.2017.21","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8221121","tangibility;tangible multimedia;taxonomy;preschoolers","Multimedia communication;Taxonomy;Media;Concrete;Streaming media;Semantics;Computational modeling","","1","","22","IEEE","25 Dec 2017","","","IEEE","IEEE Conferences"
"Fostering an Entrepreneurial mindset in “Digital Systems” class through a Producer-Customer model","N. Tabrizi","Department of Electrical and Computer Engineering, Kettering University, Flint, USA",2016 IEEE Frontiers in Education Conference (FIE),"1 Dec 2016","2016","","","1","9","We introduce a Producer-Customer model and use it to add an innovative portion to the “Digital Systems” course materials. In this work, we have developed and tested ten Intellectual Property (IP) cores, real products, which are either defective or improvable. A defective product does not function as it should. An improvable product works in accordance with its specification; however, it has potential for improvement. Two different directions are possible for improvements: performance or area. Students will work in the customer and then producer settings to diagnose and then resolve the issues, respectively. This work is an attempt to fulfill the Kern Entrepreneurial Engineering Network (KEEN) Students Outcomes, hence help instill an entrepreneurial mindset in engineering undergraduates. We have received encouraging evaluations for our innovative work from students.","","978-1-5090-1790-4","10.1109/FIE.2016.7757368","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7757368","Digital systems;entrepreneurial mindset;FPGA;innovation in education;KEEN;VHDL;producer-customer model","Field programmable gate arrays;Transmitters;Digital systems;Integrated circuit modeling;Receivers;Digital circuits;Computational modeling","","1","","18","IEEE","1 Dec 2016","","","IEEE","IEEE Conferences"
"Fostering an entrepreneurial mindset in “computer architecture and organization” class through a producer-customer model","N. Tabrizi","Department of Electrical and Computer Engineering, Kettering University, Flint, USA",2017 IEEE Global Engineering Education Conference (EDUCON),"8 Jun 2017","2017","","","1843","1850","We recently introduced a producer-customer model to fulfill the Kern Entrepreneurial Engineering Network (KEEN) Students Outcomes, hence help foster an entrepreneurial mindset in students. In this paper, we use our producer-customer model to craft and add innovative lab assignments to the “Computer Architecture and Organization” course. The new lab assignments are based on the six products or IP cores that we have developed. Each product is either defective or improvable. There are some discrepancies between the behavior of a defective product and its user guide; in other words, a defective product does not work as it should. The performance of an improvable product can be enhanced. Each team of students will first work as a customer to identify the defects or the improvable aspects of a product. They will then challenge another team, the producer, to resolve the issues. We have received encouraging anonymous feedback from students.","2165-9567","978-1-5090-5467-1","10.1109/EDUCON.2017.7943101","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7943101","Computer Architecture and Organization;entrepreneurial mindset;FPGA;hardware description language;innovation in education;KEEN;producer-customer model","Registers;Organizations;Computer architecture;Computational modeling;Computers;Field programmable gate arrays;Hardware","","1","","15","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Matrix-based multi-hierarchy fault tree generation and evaluation","M. Roth; C. von Beetzen; U. Lindemann","Institute of Product Development, Technical University of Munich, Munich, Germany; Institute of Product Development, Technical University of Munich, Munich, Germany; Institute of Product Development, Technical University of Munich, Munich, Germany",2016 Annual IEEE Systems Conference (SysCon),"16 Jun 2016","2016","","","1","7","Due to increasing product complexity, variance and stricter safety regulations there is a need to improve safety analyses and to shift safety considerations to early stages of design. The fault tree analysis is one traditional method applied to safety analyses. Its major limitations are that it requires detailed system knowledge and involves high manual efforts. To shift it to the early stages it is necessary to improve efficiency and to cope with abstract concepts. This paper therefore, improves a matrix-based approach to automatically generate fault trees to solve the named challenges. It extends it by integrating multi-hierarchy models and enabling the automated generation of AND-gates. By that, it provides a preliminary FTA tailored to the phase of system design. It identifies critical system elements and allows the comparison of alternative concepts.","","978-1-4673-9519-9","10.1109/SYSCON.2016.7490535","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7490535","fault tree analysis;design structure matrix;hierarchical decomposition;safety","Fault trees;Safety;Manuals;Adaptation models;Computational modeling;Complexity theory","","","","23","IEEE","16 Jun 2016","","","IEEE","IEEE Conferences"
"Computer simulation at school scratch and programming language choosing criteria","V. O. Dzhenzher","Department of Informatics, Orenburg State Pedagogical University, Orenburg, Russian Federation",2014 IEEE Global Engineering Education Conference (EDUCON),"5 Jun 2014","2014","","","727","732","Scratch is an excellent choice for schools. It can be used as a first language, and even as the main programming language. At the same time, Scratch is a magnificent environment for modeling and creative work [6-8, 12]. Despite its apparent simplicity and “toy-like” features, Scratch is based on the most advanced concepts of programming and prepares young programmers to use new technologies in the future.","2165-9567","978-1-4799-3191-0","10.1109/EDUCON.2014.6826174","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6826174","","Programming profession;Educational institutions;Computer languages;Computational modeling;Games","","","","14","IEEE","5 Jun 2014","","","IEEE","IEEE Conferences"
"Representative Paths Analysis","N. R. Tallent; D. J. Kerbyson; A. Hoisie",Pacific Northwest National Lab; Pacific Northwest National Lab; Pacific Northwest National Lab,"SC17: International Conference for High Performance Computing, Networking, Storage and Analysis","27 Oct 2022","2017","","","1","12","Representative paths analysis generalizes and improves MPI critical path analysis. To improve diagnostic insight, we sample the distribution of program path costs and retain k representative paths. We describe scalable algorithms to collect representative paths and path profiles. To collect full paths efficiently, we introduce path pruning that reduces permanent space requirements from a trace (proportional to ranks and MPI events) to path length (the minimum). To make space requirements independent of ranks and events – even a small constant in practice – we profile program paths. Avoiding the limitations of prior path profiling approaches, we dynamically discover tasks and attribute costs in high resolution. We evaluate our algorithms on seven applications scaled up to 7000 MPI ranks. Full program paths use as little as 0.01% the permanent space of current methods; profiles require a nearly constant 100–1000KB. Execution overhead is under 5% when synchronization intervals are sufficiently large (a few milliseconds).","2167-4337","978-1-4503-5114-0","","U.S. Department of Energy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9926277","","Sequential analysis;Costs;Heuristic algorithms;High performance computing;Computational modeling;Programming;Dynamic programming","","","","39","","27 Oct 2022","","","IEEE","IEEE Conferences"
