"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Computing With Comparative Linguistic Expressions and Symbolic Translation for Decision Making: ELICIT Information","Á. L. Romero; R. M. Rodríguez; L. Martínez","Department of Computer Science, University of Jaén, Jaén, Spain; Department of Computer Science, University of Jaén, Jaén, Spain; Department of Computer Science, University of Jaén, Jaén, Spain",IEEE Transactions on Fuzzy Systems,"6 Oct 2020","2020","28","10","2510","2522","Many real-world decision making (DM) problems present changing contexts in which uncertainty or vagueness appear. Such uncertainty has been often modeled based on the linguistic information by using single linguistic terms. Dealing with linguistic information in DM demands processes of computing with words whose main characteristic is to emulate human beings reasoning processes to obtain linguistic outputs from linguistic inputs. However, often single linguistic terms are limited or do not express properly the expert's knowledge, being necessary to elaborate richer linguistic expressions easy to understand and able to express greater amount of knowledge, as it is the case of the comparative linguistic expressions based on hesitant fuzzy linguistic terms sets. Nevertheless, current computational models for comparative linguistic expressions present limitations both from understandability and precision points of view. The 2-tuple linguistic representation model stands out in these aspects because of its accuracy and interpretability dealing with linguistic terms, both related to the use of the symbolic translation, although 2-tuple linguistic values are still limited by the use of single linguistic terms. Therefore, the aim of this article is to present a new fuzzy linguistic representation model for comparative linguistic expressions that takes advantage of the goodness of the 2-tuple linguistic representation model and improve the interpretability and accuracy of the results in computing with words processes, resulting the so-called extended comparative linguistic expressions with symbolic translation. Taking into account the proposed model, a new computing with words approach is presented and then applied to a DM case study to show its performance and advantages in a real case by comparing with other linguistic decision approaches.","1941-0034","","10.1109/TFUZZ.2019.2940424","Spanish Ministry of Economy and Competitiveness; Spanish National Research(grant numbers:TIN2015-66524-P,PGC2018-099402-B-I00); Postdoctoral Fellowship Ramón y Cajal(grant numbers:RYC-2017-21978); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8827628","Computing with words;comparative linguistic expressions;decision making (DM);hesitant fuzzy linguistic term set;symbolic translation","Linguistics;Computational modeling;Proposals;Decision making;Uncertainty;Semantics;Cognition","","58","","84","IEEE","9 Sep 2019","","","IEEE","IEEE Journals"
"A Application Study of Artificial Intelligence Aided Design","S. Siyu","College of Architecture and Design, Changchun Institute of Technology, Jilin, China",2020 International Conference on Innovation Design and Digital Technology (ICIDDT),"30 Aug 2021","2020","","","98","101","With the rapid development of science and technology, the combination of artificial intelligence and design has become the trend of the times. More intelligent user experience and more efficient working methods are very important for the future development of design. Under the influence of artificial intelligence on the design industry, a lot of new tools and methods have been produced. As a new design tool, artificial intelligence not only brings about the optimization of design efficiency, but also has a great impact on the design thinking and concept. By studying the existing problems of artificial intelligence and art design at the present stage, the future development direction of the two is found. On this basis, the combination mode of artificial intelligence and design and the future development direction are found.","","978-1-6654-0367-2","10.1109/ICIDDT52279.2020.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9522542","component;Artificial intelligence;Aided design;social value;art design","Industries;Technological innovation;Art;Tools;Market research;User experience;Design tools","","","","6","IEEE","30 Aug 2021","","","IEEE","IEEE Conferences"
"A hybrid decision making focused on legal processes","K. Varlaki; P. Baranyi","Szechenyi Istvan University, Győr, Hungary; Szechenyi Istvan University, Győr, Hungary",2018 9th IEEE International Conference on Cognitive Infocommunications (CogInfoCom),"14 Feb 2019","2018","","","000411","000416","In this paper we propose a soft computing-based solution to assess multivariate prediction ability in legal decision-making process. The proposed method is capable of incorporating prior knowledge. The main goal is, automatizing legal decision making, which is complex, complicated and often characterized by broad vigilance. The aim is helping legal practitioners to be able to focus not only on the decision itself, rather the correlations between them and combining of their variations as well. This way a ""hybrid"" thinking would be performed. The system will be able to ""think through"" a great number of possible variations of decisions and their combinations synchronized with the speed of the human mind.","2380-7350","978-1-5386-7094-1","10.1109/CogInfoCom.2018.8639868","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8639868","decision support;knowledge based system;legal process","Law;Decision making;Biological system modeling;Computational modeling;Brain modeling;Predictive models","","","","4","IEEE","14 Feb 2019","","","IEEE","IEEE Conferences"
"A Computation Model for Learning Programming and Emotional Intelligence","M. Rafique; M. A. Hassan; A. Jaleel; H. Khalid; G. Bano","Department of Computer Science, University of Engineering and Technology Lahore, Lahore, Pakistan; Department of Computer Science, University of Engineering and Technology Lahore, Lahore, Pakistan; Department of Computer Science, Rachna College, University of Engineering and Technology Lahore, Lahore, Pakistan; Department of Computer Science, University of Engineering and Technology Lahore, Lahore, Pakistan; Department of Information Technology, University of Sialkot, Sialkot, Pakistan",IEEE Access,"20 Aug 2020","2020","8","","149616","149629","Introducing coding in early education improves the logical and computational thinking in kids. However, cognitive skills are not sufficient for a successful life. Understanding and managing the emotions of oneself is another crucial factor in success. The current state of the art teaching methods educates the kids about programming and emotional intelligence independently. In our opinion, it is advantageous to teach kids emotional intelligence, along with the programming concepts. However, the literature lacks the studies that make students emotionally aware while teaching them programming. This research aims to prepare students to be cognitively healthy as well as emotionally intelligent with the hypothesis that a kid's emotional intelligence can be enhanced while teaching them cognitive skills. We proposed a computational model that teaches programming and emotional intelligence side by side to students. The model provides a curriculum and related tools. For evaluations, five hundred students of a public school were involved in different activities to find the effectiveness of the proposed model. These students were divided into five groups (A, B, C, D, and E), each having a mean age of 4, 5, 6, 7, and 8 years, respectively. Students performed multiple adaptive scenarios of path-finding that were based on self-awareness, social-awareness, sharing, and empathy emotions. Students provide the programming instructions such as sequencing, conditional statements, and looping to a robot. The children have successfully improved in both fundamental programming constructs and emotional intelligence skills. The research also successfully reduced screen time problem by providing a screen-free student interface.","2169-3536","","10.1109/ACCESS.2020.3015533","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9163380","Emotional intelligence;robots based learning;basic programming;screen-free interface","Robots;Programming profession;Education;Computational modeling;Tools;Sequential analysis","","5","","55","CCBY","10 Aug 2020","","","IEEE","IEEE Journals"
"Research on Creativity in the Age of Intelligence","J. Li; H. Wang; R. Zhuang; T. Chang; R. Huang","Faculty of Education, Beijing Normal University, Beijing, China; Faculty of Education, Beijing Normal University, Beijing, China; Faculty of Education, Beijing Normal University, Beijing, China; Smart Learning Institute, Beijing Normal University, Beijing, China; Faculty of Education, Beijing Normal University, Beijing, China",2020 IEEE 20th International Conference on Advanced Learning Technologies (ICALT),"4 Aug 2020","2020","","","264","265","How to meet the age of intelligence and train the innovative talents needed by the age of intelligence has become a research topic of the education circle. The characteristics of space fusion, man-machine fusion, knowledge explosion and focusing human nature in the age of intelligence put forward new requirements for innovative talents. Creative personality, critical thinking ability, digital learning ability, computational thinking, design thinking, and man-machine collaboration are essential components of creativity in the age of intelligence.","2161-377X","978-1-7281-6090-0","10.1109/ICALT49669.2020.00086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9155765","intelligent age;creativity;innovation talents","Creativity;Technological innovation;Man-machine systems;Collaboration;Task analysis;Education;Cognition","","1","","4","IEEE","4 Aug 2020","","","IEEE","IEEE Conferences"
"Black Political Participation in the Volunteer State","A. Leach; S. Hussain","Political Science, Fisk University, Nashville, United States; Computer Science, Fisk University, Nashville, United States",2020 International Conference on Computational Science and Computational Intelligence (CSCI),"23 Jun 2021","2020","","","643","648","There have been several explanations advanced to account for the unsteady levels of political participation among Blacks in recent years, but rather unfortunately, little research has been conducted into the role local issues may play. National personalities and elongated election seasons inundated with negative campaigning may have ""turned-off"" potential voters, but as the popular aphorism goes, ""all politics are local,"" and thus local conditions should be interrogated to help understand voting and other forms of political participation. To this end, this study seeks to probe more deeply into this phenomenon by examining local political participation in the American states. For reasons we outline below, we specifically focus on local political participation in the state of Tennessee (TN) Utilizing data from the 2016 Congressional Cooperative Election Study (CCE), we ask what local-level factors most likely influence political participation among Blacks in TN? In order to parse through the large 2016 CCES dataset more efficiently, we employ software programming tools to address our primary questions using computational thinking and research methods. This technology-driven style of political thinking demonstrates the utility of adopting computing tools and data-driven approaches to identify and address areas of concern across government and civic society. One implication of this work is that it highlights the need for political actors to think more locally when crafting strategies for outreach and engagement towards historically disadvantaged race groups.","","978-1-7281-7624-6","10.1109/CSCI51800.2020.00114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9457993","Political Theory;Election;Machine Learning;African Americans","Electric potential;Scientific computing;Voting;Tools;Programming;Software;Computational efficiency","","","","41","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"Pavlov principle and brain reverse engineering","W. Dunin-Barkowski; K. Solovyeva","Scientific Research Institute for System Analysis of the Russian Academy of Sciences, Moscow Institute of Physics and Technology, Moscow, Russia; Scientific Research Institute for System Analysis of the Russian Academy of Sciences, Moscow Institute of Physics and Technology, Moscow, Russia",2018 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology (CIBCB),"9 Jul 2018","2018","","","1","5","The general principle of the operation of neural systems is considered, which makes clear the efficiency of information-computational structures consisting of neural-like elements. At the heart of the formulated principle lies the highly anticipated hypothesis of I.P. Pavlov that the ""correctly organized"" modifications of the connections between the elements and structures of the nervous system is the basis of ""higher nervous activity of man"" (in the terminology proposed by Pavlov). The possibility of a clear formulation of the principle, which is naturally called the Pavlov Principle (PP), arose only recently, as a result of the victorious procession of the family of computer training algorithms such as Deep Learning, which led to extremely efficient schemes for using ""fine-grained"" computing devices (GPU, etc.) solving cognitively complex problems. The article briefly outlines the line of development of ideas about the work of the nervous system, starting with the discovery by I.P. Pavlov of systemic conditioned reflexes, then through the neural and synaptic schemes of E. Konorsky and D. Hebb, the perceptron of F. Rosenblatt, the connectionist works of the 1980s, to modern schemes of deep learning. For the proper functioning of PP based neural networks essential is (initial) randomness of the interneuronal connections. A computational example of the solution of the model problem based on the ""direct"" application of the Pavlov Principle is given.","","978-1-5386-1399-3","10.1109/CIBCB.2018.8404975","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8404975","brain reverse engineering;I.P. Pavlov;deep learning","Neurons;Synapses;Biological neural networks;Machine learning;Training;Learning systems","","7","","31","IEEE","9 Jul 2018","","","IEEE","IEEE Conferences"
"A Method to Design an Artificial Soul","Z. Sheng-Ye; W. Wen-Jiang; J. Jin-Yuan; F. Wei-Qi","University of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; Tongji University, Shanghai, China; Affiliated Hospital of China Medical University, Fushun, China",2018 IEEE International Conference on Information and Automation (ICIA),"26 Aug 2019","2018","","","1118","1126","This paper has analyzed the disadvantages of current artificial intelligence system and unveiled the misunderstandings happened during the development of routine artificial intelligence technologies. Referring to the latest research results from the neurology field, and based on the cognitive style and thinking pattern of human beings, this paper manages to describe the operating mode of human brains with a kind of language which is friendly to computer science workers; and accordingly, the idea of creating a bionics-based ""artificial soul"" has been conceived. This paper proposed a worth-trying ""artificial soul system"" and its composition and structure, which has laid a scientific foundation for the future development of strong artificial intelligence.","","978-1-5386-8069-8","10.1109/ICInfA.2018.8812389","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812389","Strong Artificial Intelligence;Human Brain Simulation;Mind Building;Soul System;Thinking Creation.","Artificial intelligence;Lifting equipment;Grey matter;Computer science;Biomimetics;Computational modeling","","","","17","IEEE","26 Aug 2019","","","IEEE","IEEE Conferences"
"Transition to Semi-Virtual Classrooms","E. S. Abuelyaman; A. A. Manda","Department of Basic Engineering Sciences, Imam Abdulrahman Bin Faisal University, Dammam, Kingdom of Saudi Arabia; Department of Basic Engineering Sciences, Imam Abdulrahman Bin Faisal University, Dammam, Kingdom of Saudi Arabia",2020 International Conference on Computational Science and Computational Intelligence (CSCI),"23 Jun 2021","2020","","","1018","1021","Educational institutions worldwide continue to improve their teaching and learning activities in almost all the facets of the profession. Upon the declaration of COVID 19 as a pandemic, learning activities were abruptly shifted from the in-person to virtual classroom activities. The transition required changes in the strategies and methods/styles of teaching. Despite the success in most of the activities, classroom interactions and assessments of students' work emerged as areas that deserve more attention. The objective of this study is to develop a pilot project aimed at maintaining acceptable and secured levels of interactions and assessments. The setting for this study includes virtual classroom interactions, peer level tutoring sessions, and formative assessments. To improve the interactions, efficacious assessment methods deploying incremental levels of thinking were used. This requires a third-party program for embedding questions on prerecorded lectures. The questions were then randomized and assigned to the subjects. The use of hierarchical randomization of multiple-choice questions for the short quizzes resulted in reduction of cheating. The performance of the students in the four sections of a calculus course used for this project improved by 17%. For complete eradication of cheating, the midterm was returned from online back to the traditional classrooms. Such move will include the final exam in mid-December.","","978-1-7281-7624-6","10.1109/CSCI51800.2020.00190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9457858","Classroom;virtual;education;interaction","COVID-19;Scientific computing;Pandemics;Education;Calculus;Computational intelligence","","","","7","IEEE","23 Jun 2021","","","IEEE","IEEE Conferences"
"Ontology of Social Machines","B. W. Lemos de Souza","Centro de Informática (Cin), UFPE Universidade Federal de Pernambuco, Recife, Brasil",2020 15th Iberian Conference on Information Systems and Technologies (CISTI),"15 Jul 2020","2020","","","1","4","The inclusion of computing in society through personal devices has led to the discussion of Social Machines. Social Machines represent information systems that establish connections through certain restrictions to deal with the complexity of services and operations, including the spread of the Web as a programming platform. It is a combination of computational and social elements. One of the problems identified in existing research is the lack of standardization of concepts, which leads to differences in the evolution and maturity of the theme. In this research proposal, some definitions on the subject are addressed, and the objective is to build an ontology of Social Machines, taking into account the construction of a Taxonomy. Using a systematic mapping and criteria of a systematic review, the research addresses the challenges in this area, which are the consolidation of the theme and the growth of future research related to the topic.","2166-0727","978-989-54659-0-3","10.23919/CISTI49556.2020.9140830","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9140830","Social Machines;Ontology;Information Systems","Software;Ontologies;Systematics;Proposals;Information systems;Taxonomy;Data models","","","","25","","15 Jul 2020","","","IEEE","IEEE Conferences"
"Research on Product Modeling Design Program Based on Finite Structure Method","Y. Liu; P. Lu","Academy of Design Arts, Xi’an Academy of Fine Arts, Xi’an, China; Academy of Design Arts, Xi’an Academy of Fine Arts, Xi’an, China","2019 International Joint Conference on Information, Media and Engineering (IJCIME)","16 Apr 2020","2019","","","311","315","In order to enable students to obtain more effective and reliable modeling scheme in the stage of product modeling deliberation, a set of product modeling design program suitable for classroom teaching is constructed based on the method of finite structure analysis (FSM). Firstly, the product main function system is decomposed into several secondary functions by the method of limited structure analysis, and the secondary functions are re-structured and the spatial layout is changed to deduce a variety of modeling schemes. Then, combining with clay model making method, the details of the obtained scheme are deliberated, and then the most reliable design scheme is obtained through comprehensive and objective evaluation and screening by PUGH decision matrix method. Finally, the feasibility and validity of the above methods are verified by the example of the vaneless fan modelling research, which provides support for students to use rational thinking in product modelling design.","","978-1-7281-5586-9","10.1109/IJCIME49369.2019.00069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9066379","design education;form design, finite structure method, clay model, professor Stuart Pugh’s decision matrix method","Analytical models;Shape;Computational modeling;Benchmark testing;Fans;Reliability;Education","","3","","13","IEEE","16 Apr 2020","","","IEEE","IEEE Conferences"
"Design and Implementation of Virtual Simulation Teaching System of Solar System","L. Wei; H. Huang","Department of Educational Technology, Nanjing Normal University, Nanjing, China; Department of Educational Technology, Nanjing Normal University, Nanjing, China",2018 International Symposium on Educational Technology (ISET),"6 Sep 2018","2018","","","29","32","The virtual simulation technology has been widely used in medical surgery, tourism teaching, military training and education. We summarize the characteristics and principles of developing a virtual simulation teaching system (VSTS). And we develop a system named as the virtual teaching simulation system of solar system model, which is based on Windows development platform, Visual C++6.0 used as the development environment, and OpenGL used as the graphics device interface. The system aims to cultivate students' spatial imagination, creative thinking ability and stimulate students to explore the mysteries of the universe.","","978-1-5386-7209-9","10.1109/ISET.2018.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8456184","teaching system;virtual simulation;the solar system;model;OpenGL","Education;Solar system;Solid modeling;Rendering (computer graphics);Computational modeling;Motion control","","2","","11","IEEE","6 Sep 2018","","","IEEE","IEEE Conferences"
"A Nifty Inter-Class Peer Learning Model for Enhancing Student-Centered Computing Education, and for Generating Student Interests in Co-Curricular Professional Development","A. Chattopadhyay; B. Chindaphone","Department of Information and Computing Sciences, University of Wisconsin - Green Bay, Green Bay, WI, United States; Department of Information and Computing Sciences, University of Wisconsin - Green Bay, Green Bay, WI, United States",2018 IEEE Frontiers in Education Conference (FIE),"7 Mar 2019","2018","","","1","5","This Work-In-Progress paper in the Innovative Practice Category presents an innovative model of inter-class peer collaboration that enhances student learning in computing education, and addresses student conceptual gaps. It expands the scope of traditional peer learning beyond the usual classroom setting and motivates student creativity leading to interests in co-curricular professional development. This nifty peer learning model connects computing students from an upper level class with students of a lower level class, so that they can aid each other in a mentor-mentee relationship to address conceptual learning gaps. Existing literature on computing educational research show that several peer learning models have been used in a typical classroom setting for reinforcing learning. However, very few peer learning models have been used in an inter-class setting, and none have been driven by student conceptual gaps in order to create an enhanced learning environment. Our model focuses on developing student interests in further co-curricular professional development opportunities in the form of peer mentoring, tutoring and instruction. Currently, student retention is a significant challenge for computing educators, given the demand of the computing disciplines for an all-round solid knowledge base, including grasping of complex technical concepts. Our approach of inter-class peer collaboration strengthens the learning environment of both lower level and upper level computing courses, and provides much needed support to students, whose knowledge base is still underdeveloped and conceptual understanding is undercooked. This unique form of inter-class peer learning provides upper level students with an exclusive opportunity to reinforce their conceptual grasps by mentoring lower level students. It also enables the lower level students to receive peer guidance for addressing their conceptual gaps. Our improvised peer networking model adds a different dimension to the practice of intra-class peer learning and extends peer learning beyond the traditional bounds. It promotes a new kind of service learning project in classes by encouraging peer mentoring that leads to peer connections across classes. It aids student retention by helping lower level student mentees get over their knowledge limitations. Our work-in-progress research case study indicates that this model inspires peer mentors to engage in out-of-box thinking by challenging them to find creative ways for overcoming conceptual shortcomings of mentees. This, in turn, generates student interests in enhanced co-curricular professional development. Additionally, our ongoing experimental study results show that this model can help in producing a sustainable pool of peer mentors, tutors and teaching assistants, who can become resources plus role-models for other students, and for helping student retention. As part of our in-progress experiments, this model has been deployed within our computer programming classes, where CS2 students have been paired with CS1 students based upon conceptual gaps and knowledge shortcomings. As we conduct these teaching experiments, we analyze the performance of our model through data obtained by conducting student surveys. We discuss these initial collected data and cite them as preliminary evidence in the process of evaluating our model in terms of the improved learning, and generated student interests plus engagement in professional development.","2377-634X","978-1-5386-1174-6","10.1109/FIE.2018.8658454","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8658454","nifty;inter-class;peer learning;co-curricular professional development;student-centered;computing education;interests;engagement;conceptual gaps","Computational modeling;Mentoring;Programming profession;Collaboration;Data models","","1","","10","IEEE","7 Mar 2019","","","IEEE","IEEE Conferences"
"Utilization of Both Free 3DCG Software “Blender” and 3D Printing for Early STEM Education","T. Hattori; R. Masuda; Y. Moritoh; Y. Imai; Y. Kawakami; T. Tanaka","Kagawa University, Takamatsu City, Kagawa, Japan; Kagawa Junior College, Utazu-cho, Ayautagun, Kagawa, Japan; Faculty of Business Information, Kagawa Junior College, Utazu-cho, Ayautagun, Kagawa, Japan; Faculty of Engineering and Design, Kagawa University, Takamatsu City, Kagawa, Japan; National Institute of Technology, Kagawa College, Takamatsu City, Kagawa, Japan; Hiroshima Institute of Technology 2-1-1, Faculty of Engineering, Miyake, Saeki, Hiroshima, Japan","2020 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)","8 Mar 2021","2020","","","879","882","For early STEM education in elementary and junior high schools, this paper proposes an effective two-sided teaching method based on software virtual simulation and real experiments, using free 3DCG (Three-Dimensional Computer Graphics) modeling design software such as “Blender”, and 3D printer that manufactures the objects designed by Blender. We consider that Blender is useful not only as a virtual simulator and visualization tool, but also a modeling design tool of object that we need in real experimentation. This paper also presents two examples of simulations by Blender for physics and computer algorithm education, in which one simulates for the movement of a horizontally thrown ball and another for well-known “Tower of Hanoi”. The programming of “Tower of Hanoi” requires the understanding of recursive procedure that is important mathematical thinking in programming. We consider that the utilization of Blender will be promising for the proposed two-sided method of STEM education.","2470-6698","978-1-7281-6942-2","10.1109/TALE48869.2020.9368379","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9368379","STEM education;3DCG software;Blender;3D printer;physics simulation;computer algorithm","Solid modeling;Three-dimensional displays;Computational modeling;Education;Software;Printers;Programming profession","","1","","5","IEEE","8 Mar 2021","","","IEEE","IEEE Conferences"
"Application of Computer-Aided Design Rhino in Ceramic Art Design Teaching","H. H. Hong; Y. Yingzi","College of Technology and Art, Jingdezhen Ceramic Institute; College of Technology and Art, Jingdezhen Ceramic Institute","2020 5th International Conference on Mechanical, Control and Computer Engineering (ICMCCE)","13 May 2021","2020","","","1414","1417","Firstly, this paper briefly introduces computer-aided Rhino software. Then it expounds the application of Rhino software in ceramic art design teaching, including the application of 3D printing in ceramics, 3 D modeling in ceramics and 2 D plane graphics in ceramics. Finally, it elaborates the advantages of Rhino in ceramic art teaching, including developing ceramic art design thinking, combining theory with practice, improving ceramic art teaching effect and enhancing students' interest in learning, in order to make ceramic art design related personnel pay attention to Rhino in ceramic art design process, which is conducive to improving ceramic art design teaching effect.","","978-1-6654-2314-4","10.1109/ICMCCE51767.2020.00310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9421717","computer;Rhino;ceramics;art design;teaching","Art;Design automation;Atmospheric measurements;Computational modeling;Atmospheric modeling;Education;Tools","","","","10","IEEE","13 May 2021","","","IEEE","IEEE Conferences"
"Modeling of Cognitive Evolution","V. G. Red'ko","Scientific Research Institute for System Analysis, Russian Academy of Sciences, Moscow, Russia",2019 10th IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications (IDAACS),"5 Dec 2019","2019","1","","54","59","The report describes a new scientific area of investigation, namely, modeling of cognitive evolution. Cognitive evolution is the evolution of cognitive abilities of biological organisms. The important result of cognitive evolution is human thinking, which is used in the scientific cognition of nature. Modeling of cognitive evolution is the study of cognitive evolution by means of the mathematical and computer models of cognitive abilities of living organisms of different evolutionary levels. Underlying problems, backgrounds, and the sketch program for modeling of cognitive evolution are characterized. The initial models, which were developed in accordance with the sketch program, are briefly described. Possible applications of models of autonomous agents are discussed.","","978-1-7281-4069-8","10.1109/IDAACS.2019.8924363","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8924363","modeling of cognitive evolution;autonomous cognitive agents;biologically inspired models","Evolution (biology);Mathematical model;Biological system modeling;Animals;Computational modeling;Analytical models","","","","19","IEEE","5 Dec 2019","","","IEEE","IEEE Conferences"
"Basics of Algorithms Intelligent System","R. E. Yu; A. V. Poltavsky; G. N. Ahobagze","V. A. Trapeznikov Institute of Control Sciences of Russian Academy of Science, 65 Profsoyuznaya, Moscow, Russia; V. A. Trapeznikov Institute of Control Sciences of Russian Academy of Science, 65 Profsoyuznaya, Moscow, Russia; V. A. Trapeznikov Institute of Control Sciences of Russian Academy of Science, 65 Profsoyuznaya, Moscow, Russia",2019 International Multi-Conference on Industrial Engineering and Modern Technologies (FarEastCon),"19 Dec 2019","2019","","","1","6","It is shown that the fundamental basis and the primary basis for the concepts in the field of algorithmization of modern intelligent systems lie in the philosophical knowledge of the world and the process of thinking as such. It is indicated that the creation of modern artificial intelligent systems is based primarily on the knowledge of the actual thinking of the person, his ability to create different ways, mechanisms, tools of intellectual activity. It is emphasized that algorithms are practically the first among them and have now become one of the main ways of building intelligent systems. It is stated that the theory of algorithms itself, as one of the basic and fundamental branches of mathematics, transforming in its time from philosophy, is based on studies of epistemology, the subject of which is the process of human knowledge as such, in its entirety. It is presented from the position of epistemology and ontology as fundamental sections for the philosophy that the creation of modern integrated modules of information technology systems is unthinkable without taking into account the complex of relationships, interactions in the system ""man-machine"", and algorithms are the leading way to develop any artificial systems, including intelligent systems. Science is an important area of human activity, always aimed at the development and systematization of objective knowledge about the real world.","","978-1-7281-0061-6","10.1109/FarEastCon.2019.8934296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8934296","Algorithm;Theory of Algorithms;Gnoseology Principles;Intelligent Systems;Man-Machine System;Technical Systems","Task analysis;Intelligent systems;Approximation algorithms;Man-machine systems;Industrial engineering;Computational modeling","","1","","22","IEEE","19 Dec 2019","","","IEEE","IEEE Conferences"
"Toward OpenACC-enabled GPU-FPGA Accelerated Computing","N. Fujita; R. Kobayashi; Y. Yamaguchi; K. Yoshikawa; M. Abe; M. Umemura","Center for Computational Sciences, University of Tsukuba, Japan; Center for Computational Sciences, University of Tsukuba, Japan; Center for Computational Sciences, University of Tsukuba, Japan; Center for Computational Sciences, University of Tsukuba, Japan; Center for Computational Sciences, University of Tsukuba, Japan; Center for Computational Sciences, University of Tsukuba, Japan",2020 IEEE International Conference on Cluster Computing (CLUSTER),"2 Nov 2020","2020","","","422","423","Field-programmable gate arrays (FPGAs) have garnered significant interest in research on high-performance computing because their computation and communication capabilities have drastically improved in recent years due to advances in semiconductor integration technologies that rely on Moore's Law. These improvements reveal the possibility of implementing a concept to enable on-the-fly offloading computation at which CPUs/GPUs perform poorly to FPGAs while performing low-latency data movement. We think that this concept is key to improving the performance of heterogeneous supercomputers using accelerators such as the GPU. In this paper, we propose a GPU-FPGA-accelerated simulation based on the concept and show preliminary results of the proposed concept.","2168-9253","978-1-7281-6677-3","10.1109/CLUSTER49012.2020.00060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9229576","","Productivity;Subspace constraints;Supercomputers;High level languages;Field programmable gate arrays;Optimization;Hardware acceleration","","","","4","IEEE","2 Nov 2020","","","IEEE","IEEE Conferences"
"Research on Collaborative Control Method of Manufacturing Process Based on Distributed Multi-Agent Cooperation","Z. Li; X. Jiang; S. Yao; D. Li","Qilu University of Technology, Shandong Academy of Sciences, Jinan, China; Qilu University of Technology, Shandong Academy of Sciences, Jinan, China; Qilu University of Technology, Shandong Academy of Sciences, Jinan, China; Qilu University of Technology, Shandong Academy of Sciences, Jinan, China",2018 11th International Symposium on Computational Intelligence and Design (ISCID),"25 Apr 2019","2018","02","","41","46","In view of the relatively backward situation of automation information technology in manufacturing enterprises, this paper analyzes the manufacturing process of industry, designs and constructs a HD_MAS (Hierarchical Distributed Multi-Agent Systems(MAS)) architecture for collaborative control of process industry process so as to achieve collaborative control optimization for the whole manufacturing process. Based on MAS technology, this paper constructs a collaborative control model for manufacturing system that integrates multiple production units. This model combines several intelligent modules and physical entities organically. Based on the cooperation between Multi-agents, the improved MADDPG (Multi-Agent Deep Deterministic Policy Gradient) algorithm is proposed. A new algorithm framework called DS_MADDPG (Distributed Multi-Agent Deep Deterministic Policy Gradient) is applied to this model. Through the cooperation of Multi-agents, a certain intelligent control system is formed so that it can accurately complete complex production tasks and achieve distributed collaborative control of the manufacturing process, which will drive manufacturing companies to transform into the smart manufacturing.","2473-3547","978-1-5386-8527-3","10.1109/ISCID.2018.10111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8695515","MAS;DS_MADDPG;collaborative control","Reinforcement learning;Manufacturing;Industries;Production;Collaboration;Optimization","","3","","24","IEEE","25 Apr 2019","","","IEEE","IEEE Conferences"
